tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev
pe̍h-kìn,白絹,25,pe̍h-kìn,peh8kin3,peh8kin3,pehkin,pehkin,pk,pk
pe̍h-lîn,白綾,25,pe̍h-lîn,peh8lin5,peh8lin5,pehlin,pehlin,pl,pl
pe̍h-kián,白繭,25,pe̍h-kián,peh8kian2,peh8kian2,pehkian,pehkian,pk,pk
pe̍h-lô,白羅,25,pe̍h-lô,peh8lo5,peh8lo5,pehlo,pehlo,pl,pl
pe̍h-bah,白肉,25,pe̍h-bah,peh8bah1,peh8bah1,pehbah,pehbah,pb,pb
pe̍h-pak,白腹,25,pe̍h-pak,peh8pak1,peh8pak1,pehpak,pehpak,pp,pp
pe̍h-ka,白膠,25,pe̍h-ka,peh8ka1,peh8ka1,pehka,pehka,pk,pk
pe̍h-sik,白色,25,pe̍h-sek,peh8sik1,peh8sek1,pehsik,pehsek,ps,ps
pe̍h-ôo,白芋,25,pe̍h-ô͘,peh8oo5,peh8oo5,pehoo,pehoo,po,po
pe̍h-tsiok,白芍,25,pe̍h-chiok,peh8tsiok1,peh8chiok1,pehtsiok,pehchiok,pt,pc
pi̍k-tsiok,白芍,25,pe̍k-chiok,pik8tsiok1,pek8chiok1,piktsiok,pekchiok,pt,pc
pe̍h-ki̍p,白芨,25,pe̍h-ki̍p,peh8kip8,peh8kip8,pehkip,pehkip,pk,pk
pe̍h-tsí,白芷,25,pe̍h-chí,peh8tsi2,peh8chi2,pehtsi,pehchi,pt,pc
pe̍h-kiô,白茄,25,pe̍h-kiô,peh8kio5,peh8kio5,pehkio,pehkio,pk,pk
pe̍h-tê,白茶,25,pe̍h-tê,peh8te5,peh8te5,pehte,pehte,pt,pt
pe̍h-koo,白菇,25,pe̍h-ko͘,peh8koo1,peh8koo1,pehkoo,pehkoo,pk,pk
pe̍h-tshài,白菜,25,pe̍h-chhài,peh8tshai3,peh8chhai3,pehtshai,pehchhai,pt,pc
pe̍h-e,白萵,25,pe̍h-e,peh8e1,peh8e1,pehe,pehe,pe,pe
pe̍h-io̍h,白藥,25,pe̍h-io̍h,peh8ioh8,peh8ioh8,pehioh,pehioh,pi,pi
pe̍h-hóo,白虎,25,pe̍h-hó͘,peh8hoo2,peh8hoo2,pehhoo,pehhoo,ph,ph
pi̍k-hóo,白虎,25,pe̍k-hó͘,pik8hoo2,pek8hoo2,pikhoo,pekhoo,ph,ph
pe̍h-hiā,白蟻,25,pe̍h-hiā,peh8hia7,peh8hia7,pehhia,pehhia,ph,ph
pe̍h-la̍h,白蠟,25,pe̍h-la̍h,peh8lah8,peh8lah8,pehlah,pehlah,pl,pl
pi̍k-i,白衣,25,pe̍k-i,pik8i1,pek8i1,piki,peki,pi,pi
pe̍h-sann,白衫,25,pe̍h-saⁿ,peh8sann1,peh8sann1,pehsann,pehsann,ps,ps
pe̍h-theh,白裼,25,pe̍h-theh,peh8theh1,peh8theh1,pehtheh,pehtheh,pt,pt
pe̍h-uē,白話,25,pe̍h-ōe,peh8ue7,peh8oe7,pehue,pehoe,pu,po
pe̍h-tāu,白豆,25,pe̍h-tāu,peh8tau7,peh8tau7,pehtau,pehtau,pt,pt
pe̍h-tshiūnn,白象,25,pe̍h-chhiūⁿ,peh8tshiunn7,peh8chhiunn7,pehtshiunn,pehchhiunn,pt,pc
pe̍h-tsha̍t,白賊,25,pe̍h-chha̍t,peh8tshat8,peh8chhat8,pehtshat,pehchhat,pt,pc
pe̍h-sin,白身,25,pe̍h-sin,peh8sin1,peh8sin1,pehsin,pehsin,ps,ps
pe̍h-ku,白車,25,pe̍h-ku,peh8ku1,peh8ku1,pehku,pehku,pk,pk
pe̍h-tsiú,白酒,25,pe̍h-chiú,peh8tsiu2,peh8chiu2,pehtsiu,pehchiu,pt,pc
pe̍h-kim,白金,25,pe̍h-kim,peh8kim1,peh8kim1,pehkim,pehkim,pk,pk
pe̍h-iân,白鉛,25,pe̍h-iân,peh8ian5,peh8ian5,pehian,pehian,pi,pi
pe̍h-gûn,白銀,25,pe̍h-gûn,peh8gun5,peh8gun5,pehgun,pehgun,pg,pg
pe̍h-tâng,白銅,25,pe̍h-tâng,peh8tang5,peh8tang5,pehtang,pehtang,pt,pt
pe̍h-tiō,白銚,25,pe̍h-tiō,peh8tio7,peh8tio7,pehtio,pehtio,pt,pt
pe̍h-tsînn,白錢,25,pe̍h-chîⁿ,peh8tsinn5,peh8chinn5,pehtsinn,pehchinn,pt,pc
pe̍h-hûn,白雲,25,pe̍h-hûn,peh8hun5,peh8hun5,pehhun,pehhun,ph,ph
pe̍h-lōo,白露,25,pe̍h-lō͘,peh8loo7,peh8loo7,pehloo,pehloo,pl,pl
pe̍h-bīn,白面,25,pe̍h-bīn,peh8bin7,peh8bin7,pehbin,pehbin,pb,pb
pi̍k-bīn,白面,25,pe̍k-bīn,pik8bin7,pek8bin7,pikbin,pekbin,pb,pb
pe̍h-thâu,白頭,25,pe̍h-thâu,peh8thau5,peh8thau5,pehthau,pehthau,pt,pt
pe̍h-pe,白飛,25,pe̍h-pe,peh8pe1,peh8pe1,pehpe,pehpe,pp,pp
pe̍h-tsia̍h,白食,25,pe̍h-chia̍h,peh8tsiah8,peh8chiah8,pehtsiah,pehchiah,pt,pc
pe̍h-piánn,白餅,25,pe̍h-piáⁿ,peh8piann2,peh8piann2,pehpiann,pehpiann,pp,pp
pe̍h-bé,白馬,25,pe̍h-bé,peh8be2,peh8be2,pehbe,pehbe,pb,pb
pi̍k-má,白馬,25,pe̍k-má,pik8ma2,pek8ma2,pikma,pekma,pm,pm
pe̍h-tshiu,白鬚,25,pe̍h-chhiu,peh8tshiu1,peh8chhiu1,pehtshiu,pehchhiu,pt,pc
pe̍h-hî,白魚,25,pe̍h-hî,peh8hi5,peh8hi5,pehhi,pehhi,ph,ph
pe̍h-gôo,白鯃,25,pe̍h-gô͘,peh8goo5,peh8goo5,pehgoo,pehgoo,pg,pg
pe̍h-tshiunn,白鯧,25,pe̍h-chhiuⁿ,peh8tshiunn1,peh8chhiunn1,pehtshiunn,pehchhiunn,pt,pc
pe̍h-muâ,白鰻,25,pe̍h-môa,peh8mua5,peh8moa5,pehmua,pehmoa,pm,pm
pe̍h-siān,白鱔,25,pe̍h-siān,peh8sian7,peh8sian7,pehsian,pehsian,ps,ps
pe̍h-tsiáu,白鳥,25,pe̍h-chiáu,peh8tsiau2,peh8chiau2,pehtsiau,pehchiau,pt,pc
pe̍h-kap,白鴿,25,pe̍h-kap,peh8kap1,peh8kap1,pehkap,pehkap,pk,pk
pe̍h-ho̍h,白鶴,25,pe̍h-ho̍h,peh8hoh8,peh8hoh8,pehhoh,pehhoh,ph,ph
pe̍h-iâm,白鹽,25,pe̍h-iâm,peh8iam5,peh8iam5,pehiam,pehiam,pi,pi
pe̍h-lo̍k,白鹿,25,pe̍h-lo̍k,peh8lok8,peh8lok8,pehlok,pehlok,pl,pl
pe̍h-khak,白麴,25,pe̍h-khak,peh8khak1,peh8khak1,pehkhak,pehkhak,pk,pk
pe̍h-muâ,白麻,25,pe̍h-môa,peh8mua5,peh8moa5,pehmua,pehmoa,pm,pm
pah-jī,百二,25,pah-jī,pah1ji7,pah1ji7,pahji,pahji,pj,pj
pah-ik,百億,25,pah-ek,pah1ik1,pah1ek1,pahik,pahek,pi,pe
pah-pueh,百八,25,pah-poeh,pah1pueh1,pah1poeh1,pahpueh,pahpoeh,pp,pp
pah-kiap,百劫,25,pah-kiap,pah1kiap1,pah1kiap1,pahkiap,pahkiap,pk,pk
pah-eh,百厄,25,pah-eh,pah1eh1,pah1eh1,paheh,paheh,pe,pe
pik-ha̍p,百合,25,pek-ha̍p,pik1hap8,pek1hap8,pikhap,pekhap,ph,ph
pik-hô,百和,25,pek-hô,pik1ho5,pek1ho5,pikho,pekho,ph,ph
pah-guā,百外,25,pah-gōa,pah1gua7,pah1goa7,pahgua,pahgoa,pg,pg
peh-sìnn,百姓,25,peh-sìⁿ,peh1sinn3,peh1sinn3,pehsinn,pehsinn,ps,ps
pik-sìng,百姓,25,pek-sèng,pik1sing3,pek1seng3,piksing,pekseng,ps,ps
pik-tsú,百子,25,pek-chú,pik1tsu2,pek1chu2,piktsu,pekchu,pt,pc
pah-kuann,百官,25,pah-koaⁿ,pah1kuann1,pah1koann1,pahkuann,pahkoann,pk,pk
pik-ka,百家,25,pek-ka,pik1ka1,pek1ka1,pikka,pekka,pk,pk
pah-nî,百年,25,pah-nî,pah1ni5,pah1ni5,pahni,pahni,pn,pn
pik-liân,百年,25,pek-liân,pik1lian5,pek1lian5,piklian,peklian,pl,pl
pah-ji̍t,百日,25,pah-ji̍t,pah1jit8,pah1jit8,pahjit,pahjit,pj,pj
pah-iūnn,百樣,25,pah-iūⁿ,pah1iunn7,pah1iunn7,pahiunn,pahiunn,pi,pi
pik-suè,百歲,25,pek-sòe,pik1sue3,pek1soe3,piksue,peksoe,ps,ps
pah-íng,百永,25,pah-éng,pah1ing2,pah1eng2,pahing,paheng,pi,pe
pah-tsóng,百總,25,pah-chóng,pah1tsong2,pah1chong2,pahtsong,pahchong,pt,pc
pé-tsóng,百總,25,pé-chóng,pe2tsong2,pe2chong2,petsong,pechong,pt,pc
pah-puann,百般,25,pah-poaⁿ,pah1puann1,pah1poann1,pahpuann,pahpoann,pp,pp
pah-bān,百萬,25,pah-bān,pah1ban7,pah1ban7,pahban,pahban,pb,pb
pik-bān,百萬,25,pek-bān,pik1ban7,pek1ban7,pikban,pekban,pb,pb
pah-ia̍p,百葉,25,pah-ia̍p,pah1iap8,pah1iap8,pahiap,pahiap,pi,pi
pik-hîng,百行,25,pek-hêng,pik1hing5,pek1heng5,pikhing,pekheng,ph,ph
pik-lí,百里,25,pek-lí,pik1li2,pek1li2,pikli,pekli,pl,pl
pah-hāng,百項,25,pah-hāng,pah1hang7,pah1hang7,pahhang,pahhang,ph,ph
tsô-ia̍h,皂役,25,chô-ia̍h,tso5iah8,cho5iah8,tsoiah,choiah,ti,ci
tsô-pîng,皂旁,25,chô-pêng,tso5ping5,cho5peng5,tsoping,chopeng,tp,cp
tsô-pan,皂班,25,chô-pan,tso5pan1,cho5pan1,tsopan,chopan,tp,cp
tsô-huân,皂礬,25,chô-hoân,tso5huan5,cho5hoan5,tsohuan,chohoan,th,ch
tsô-tsóng,皂總,25,chô-chóng,tso5tsong2,cho5chong2,tsotsong,chochong,tt,cc
tsô-lē,皂隸,25,chô-lē,tso5le7,cho5le7,tsole,chole,tl,cl
tsô-hia,皂靴,25,chô-hia,tso5hia1,cho5hia1,tsohia,chohia,th,ch
tik-kè,的價,25,tek-kè,tik1ke3,tek1ke3,tikke,tekke,tk,tk
tik-si̍t,的實,25,tek-si̍t,tik1sit8,tek1sit8,tiksit,teksit,ts,ts
tik-tik,的的,25,tek-tek,tik1tik1,tek1tek1,tiktik,tektek,tt,tt
tik-khak,的確,25,tek-khak,tik1khak1,tek1khak1,tikkhak,tekkhak,tk,tk
tik-siàu,的賬,25,tek-siàu,tik1siau3,tek1siau3,tiksiau,teksiau,ts,ts
tik-gûn,的銀,25,tek-gûn,tik1gun5,tek1gun5,tikgun,tekgun,tg,tg
kai-khûn,皆勤,25,kai-khûn,kai1khun5,kai1khun5,kaikhun,kaikhun,kk,kk
hông-siōng,皇上,25,hông-siōng,hong5siong7,hong5siong7,hongsiong,hongsiong,hs,hs
hông-thû,皇儲,25,hông-thû,hong5thu5,hong5thu5,hongthu,hongthu,ht,ht
hông-hing,皇兄,25,hông-heng,hong5hing1,hong5heng1,honghing,hongheng,hh,hh
hông-siok,皇叔,25,hông-siok,hong5siok1,hong5siok1,hongsiok,hongsiok,hs,hs
hông-hōo,皇后,25,hông-hō͘,hong5hoo7,hong5hoo7,honghoo,honghoo,hh,hh
hông-sû,皇嗣,25,hông-sû,hong5su5,hong5su5,hongsu,hongsu,hs,hs
hông-kok,皇國,25,hông-kok,hong5kok1,hong5kok1,hongkok,hongkok,hk,hk
hông-siânn,皇城,25,hông-siâⁿ,hong5siann5,hong5siann5,hongsiann,hongsiann,hs,hs
hông-thian,皇天,25,hông-thian,hong5thian1,hong5thian1,hongthian,hongthian,ht,ht
hông-lú,皇女,25,hông-lú,hong5lu2,hong5lu2,honglu,honglu,hl,hl
hông-hui,皇妃,25,hông-hui,hong5hui1,hong5hui1,honghui,honghui,hh,hh
hông-pí,皇妣,25,hông-pí,hong5pi2,hong5pi2,hongpi,hongpi,hp,hp
hông-ui,皇威,25,hông-ui,hong5ui1,hong5ui1,hongui,hongui,hu,hu
hông-tsú,皇子,25,hông-chú,hong5tsu2,hong5chu2,hongtsu,hongchu,ht,hc
hông-sun,皇孫,25,hông-sun,hong5sun1,hong5sun1,hongsun,hongsun,hs,hs
hông-tsong,皇宗,25,hông-chong,hong5tsong1,hong5chong1,hongtsong,hongchong,ht,hc
hông-sik,皇室,25,hông-sek,hong5sik1,hong5sek1,hongsik,hongsek,hs,hs
hông-kiong,皇宮,25,hông-kiong,hong5kiong1,hong5kiong1,hongkiong,hongkiong,hk,hk
hông-ka,皇家,25,hông-ka,hong5ka1,hong5ka1,hongka,hongka,hk,hk
hông-ku,皇居,25,hông-ku,hong5ku1,hong5ku1,hongku,hongku,hk,hk
hông-tè,皇帝,25,hông-tè,hong5te3,hong5te3,hongte,hongte,ht,ht
hông-tē,皇弟,25,hông-tē,hong5te7,hong5te7,hongte,hongte,ht,ht
hông-un,皇恩,25,hông-un,hong5un1,hong5un1,hongun,hongun,hu,hu
hông-tso̍k,皇族,25,hông-cho̍k,hong5tsok8,hong5chok8,hongtsok,hongchok,ht,hc
hông-tiâu,皇朝,25,hông-tiâu,hong5tiau5,hong5tiau5,hongtiau,hongtiau,ht,ht
hông-hū,皇父,25,hông-hū,hong5hu7,hong5hu7,honghu,honghu,hh,hh
hông-sán,皇產,25,hông-sán,hong5san2,hong5san2,hongsan,hongsan,hs,hs
hông-hú,皇甫,25,hông-hú,hong5hu2,hong5hu2,honghu,honghu,hh,hh
hông-tsóo,皇祖,25,hông-chó͘,hong5tsoo2,hong5choo2,hongtsoo,hongchoo,ht,hc
hông-thóng,皇統,25,hông-thóng,hong5thong2,hong5thong2,hongthong,hongthong,ht,ht
hông-khó,皇考,25,hông-khó,hong5kho2,hong5kho2,hongkho,hongkho,hk,hk
hông-tshin,皇親,25,hông-chhin,hong5tshin1,hong5chhin1,hongtshin,hongchhin,ht,hc
hông-lîng,皇陵,25,hông-lêng,hong5ling5,hong5leng5,hongling,hongleng,hl,hl
kha-báng,皮báng,25,kha-báng,kha1bang2,kha1bang2,khabang,khabang,kb,kb
phê-pau,皮包,25,phê-pau,phe5pau1,phe5pau1,phepau,phepau,pp,pp
phê-lông,皮囊,25,phê-lông,phe5long5,phe5long5,phelong,phelong,pl,pl
phê-tiām,皮墊,25,phê-tiām,phe5tiam7,phe5tiam7,phetiam,phetiam,pt,pt
phê-tshioh,皮尺,25,phê-chhioh,phe5tshioh1,phe5chhioh1,phetshioh,phechhioh,pt,pc
phê-kang,皮工,25,phê-kang,phe5kang1,phe5kang1,phekang,phekang,pk,pk
phê-tuà,皮帶,25,phê-tòa,phe5tua3,phe5toa3,phetua,phetoa,pt,pt
phê-hì,皮戲,25,phê-hì,phe5hi3,phe5hi3,phehi,phehi,ph,ph
phê-tsáinn,皮指,25,phê-cháiⁿ,phe5tsainn2,phe5chainn2,phetsainn,phechainn,pt,pc
phê-í,皮椅,25,phê-í,phe5i2,phe5i2,phei,phei,pi,pi
phî-moo,皮毛,25,phî-mo͘,phi5moo1,phi5moo1,phimoo,phimoo,pm,pm
phê-thán,皮毯,25,phê-thán,phe5than2,phe5than2,phethan,phethan,pt,pt
phî-phî,皮皮,25,phî-phî,phi5phi5,phi5phi5,phiphi,phiphi,pp,pp
phê-siunn,皮箱,25,phê-siuⁿ,phe5siunn1,phe5siunn1,phesiunn,phesiunn,ps,ps
phê-bah,皮肉,25,phê-bah,phe5bah1,phe5bah1,phebah,phebah,pb,pb
phê-hu,皮膚,25,phê-hu,phe5hu1,phe5hu1,phehu,phehu,ph,ph
phê-mo̍h,皮膜,25,phê-mo̍h,phe5moh8,phe5moh8,phemoh,phemoh,pm,pm
phî-lián,皮臉,25,phî-lián,phi5lian2,phi5lian2,philian,philian,pl,pl
phê-tsháu,皮草,25,phê-chháu,phe5tshau2,phe5chhau2,phetshau,phechhau,pt,pc
phî-tàn,皮蛋,25,phî-tàn,phi5tan3,phi5tan3,phitan,phitan,pt,pt
phê-sann,皮衫,25,phê-saⁿ,phe5sann1,phe5sann1,phesann,phesann,ps,ps
phê-tshàn,皮襯,25,phê-chhàn,phe5tshan3,phe5chhan3,phetshan,phechhan,pt,pc
phî-bīn,皮面,25,phî-bīn,phi5bin7,phi5bin7,phibin,phibin,pb,pb
phê-hia,皮靴,25,phê-hia,phe5hia1,phe5hia1,phehia,phehia,ph,ph
phê-uê,皮鞋,25,phê-ôe,phe5ue5,phe5oe5,pheue,pheoe,pu,po
phê-pian,皮鞭,25,phê-pian,phe5pian1,phe5pian1,phepian,phepian,pp,pp
jiâu-piàn,皺偏,25,jiâu-piàn,jiau5pian3,jiau5pian3,jiaupian,jiaupian,jp,jp
jiâu-hûn,皺痕,25,jiâu-hûn,jiau5hun5,jiau5hun5,jiauhun,jiauhun,jh,jh
jiâu-phê,皺皮,25,jiâu-phê,jiau5phe5,jiau5phe5,jiauphe,jiauphe,jp,jp
jiâu-jiâu,皺皺,25,jiâu-jiâu,jiau5jiau5,jiau5jiau5,jiaujiau,jiaujiau,jj,jj
jiâu-bīn,皺面,25,jiâu-bīn,jiau5bin7,jiau5bin7,jiaubin,jiaubin,jb,jb
phûn-kháu,盆口,25,phûn-kháu,phun5khau2,phun5khau2,phunkhau,phunkhau,pk,pk
phûn-sîng,盆成,25,phûn-sêng,phun5sing5,phun5seng5,phunsing,phunseng,ps,ps
phûn-kíng,盆景,25,phûn-kéng,phun5king2,phun5keng2,phunking,phunkeng,pk,pk
phûn-kim,盆金,25,phûn-kim,phun5kim1,phun5kim1,phunkim,phunkim,pk,pk
îng-muá,盈滿,25,êng-móa,ing5mua2,eng5moa2,ingmua,engmoa,im,em
innh-innh,盈盈,25,iⁿh-iⁿh,innh1innh1,innh1innh1,innhinnh,innhinnh,ii,ii
îng-hu,盈虛,25,êng-hu,ing5hu1,eng5hu1,inghu,enghu,ih,eh
îng-û,盈餘,25,êng-û,ing5u5,eng5u5,ingu,engu,iu,eu
iah-lâng,益人,25,iah-lâng,iah1lang5,iah1lang5,iahlang,iahlang,il,il
ik-lâng,益人,25,ek-lâng,ik1lang5,ek1lang5,iklang,eklang,il,el
ik-iú,益友,25,ek-iú,ik1iu2,ek1iu2,ikiu,ekiu,ii,ei
ik-siū,益壽,25,ek-siū,ik1siu7,ek1siu7,iksiu,eksiu,is,es
ik-tì,益智,25,ek-tì,ik1ti3,ek1ti3,ikti,ekti,it,et
it-huat,益發,25,it-hoat,it1huat1,it1hoat1,ithuat,ithoat,ih,ih
a̍h-á,盒仔,25,a̍h-á,ah8a2,ah8a2,aha,aha,aa,aa
a̍h-gî,盒儀,25,a̍h-gî,ah8gi5,ah8gi5,ahgi,ahgi,ag,ag
a̍p-gî,盒儀,25,a̍p-gî,ap8gi5,ap8gi5,apgi,apgi,ag,ag
khue-á,盔仔,25,khoe-á,khue1a2,khoe1a2,khuea,khoea,ka,ka
khue-kah,盔甲,25,khoe-kah,khue1kah1,khoe1kah1,khuekah,khoekah,kk,kk
siānn-á,盛仔,25,siāⁿ-á,siann7a2,siann7a2,sianna,sianna,sa,sa
sīng-tāi,盛大,25,sēng-tāi,sing7tai7,seng7tai7,singtai,sengtai,st,st
sīng-thióng,盛寵,25,sēng-thióng,sing7thiong2,seng7thiong2,singthiong,sengthiong,st,st
siānn-tsân,盛層,25,siāⁿ-chân,siann7tsan5,siann7chan5,sianntsan,siannchan,st,sc
sīng-hú,盛府,25,sēng-hú,sing7hu2,seng7hu2,singhu,senghu,sh,sh
sīng-tik,盛德,25,sēng-tek,sing7tik1,seng7tek1,singtik,sengtek,st,st
sīng-tsîng,盛情,25,sēng-chêng,sing7tsing5,seng7cheng5,singtsing,sengcheng,st,sc
sīng-ì,盛意,25,sēng-ì,sing7i3,seng7i3,singi,sengi,si,si
sīng-huē,盛會,25,sēng-hōe,sing7hue7,seng7hoe7,singhue,senghoe,sh,sh
siānn-khak,盛殼,25,siāⁿ-khak,siann7khak1,siann7khak1,siannkhak,siannkhak,sk,sk
sīng-hóng,盛況,25,sēng-hóng,sing7hong2,seng7hong2,singhong,senghong,sh,sh
siānn-nâ,盛籃,25,siāⁿ-nâ,siann7na5,siann7na5,siannna,siannna,sn,sn
sīng-sue,盛衰,25,sēng-soe,sing7sue1,seng7soe1,singsue,sengsoe,ss,ss
tō-hua̍t,盜伐,25,tō-hoa̍t,to7huat8,to7hoat8,tohuat,tohoat,th,th
tō-sim,盜心,25,tō-sim,to7sim1,to7sim1,tosim,tosim,ts,ts
tō-àn,盜案,25,tō-àn,to7an3,to7an3,toan,toan,ta,ta
tō-hān,盜汗,25,tō-hān,to7han7,to7han7,tohan,tohan,th,th
tō-tsi̍k,盜賊,25,tō-che̍k,to7tsik8,to7chek8,totsik,tochek,tt,tc
tō-lān,盜難,25,tō-lān,to7lan7,to7lan7,tolan,tolan,tl,tl
tsán-liâu,盞繚,25,chán-liâu,tsan2liau5,chan2liau5,tsanliau,chanliau,tl,cl
bîng-tsú,盟主,25,bêng-chú,bing5tsu2,beng5chu2,bingtsu,bengchu,bt,bc
bîng-thiap,盟帖,25,bêng-thiap,bing5thiap1,beng5thiap1,bingthiap,bengthiap,bt,bt
bîng-bîng,盟盟,25,bêng-bêng,bing5bing5,beng5beng5,bingbing,bengbeng,bb,bb
bîng-iok,盟約,25,bêng-iok,bing5iok1,beng5iok1,bingiok,bengiok,bi,bi
tsīn-hūn,盡份,25,chīn-hūn,tsin7hun7,chin7hun7,tsinhun,chinhun,th,ch
tsīn-thuân,盡傳,25,chīn-thoân,tsin7thuan5,chin7thoan5,tsinthuan,chinthoan,tt,ct
tsīn-lāi,盡內,25,chīn-lāi,tsin7lai7,chin7lai7,tsinlai,chinlai,tl,cl
tsīn-tshut,盡出,25,chīn-chhut,tsin7tshut1,chin7chhut1,tsintshut,chinchhut,tt,cc
tsīn-la̍t,盡力,25,chīn-la̍t,tsin7lat8,chin7lat8,tsinlat,chinlat,tl,cl
tsīn-li̍k,盡力,25,chīn-le̍k,tsin7lik8,chin7lek8,tsinlik,chinlek,tl,cl
tsīn-ǹg,盡向,25,chīn-ǹg,tsin7ng3,chin7ng3,tsinng,chinng,tn,cn
tsīn-miā,盡命,25,chīn-miā,tsin7mia7,chin7mia7,tsinmia,chinmia,tm,cm
tsīn-tsāi,盡在,25,chīn-chāi,tsin7tsai7,chin7chai7,tsintsai,chinchai,tt,cc
tsīn-hàu,盡孝,25,chīn-hàu,tsin7hau3,chin7hau3,tsinhau,chinhau,th,ch
tsīn-bé,盡尾,25,chīn-bé,tsin7be2,chin7be2,tsinbe,chinbe,tb,cb
tsīn-phâng,盡帆,25,chīn-phâng,tsin7phang5,chin7phang5,tsinphang,chinphang,tp,cp
tsīn-sim,盡心,25,chīn-sim,tsin7sim1,chin7sim1,tsinsim,chinsim,ts,cs
tsīn-tiong,盡忠,25,chīn-tiong,tsin7tiong1,chin7tiong1,tsintiong,chintiong,tt,ct
tsīn-tsîng,盡情,25,chīn-chêng,tsin7tsing5,chin7cheng5,tsintsing,chincheng,tt,cc
tsīn-ū,盡有,25,chīn-ū,tsin7u7,chin7u7,tsinu,chinu,tu,cu
tsīn-bāng,盡望,25,chīn-bāng,tsin7bang7,chin7bang7,tsinbang,chinbang,tb,cb
tsīn-kun,盡根,25,chīn-kun,tsin7kun1,chin7kun1,tsinkun,chinkun,tk,ck
tsīn-pōo,盡步,25,chīn-pō͘,tsin7poo7,chin7poo7,tsinpoo,chinpoo,tp,cp
tsīn-kai,盡皆,25,chīn-kai,tsin7kai1,chin7kai1,tsinkai,chinkai,tk,ck
tsīn-tsai,盡知,25,chīn-chai,tsin7tsai1,chin7chai1,tsintsai,chinchai,tt,cc
tsīn-pōng,盡磅,25,chīn-pōng,tsin7pong7,chin7pong7,tsinpong,chinpong,tp,cp
tsīn-tsiat,盡節,25,chīn-chiat,tsin7tsiat1,chin7chiat1,tsintsiat,chinchiat,tt,cc
tsīn-gī,盡義,25,chīn-gī,tsin7gi7,chin7gi7,tsingi,chingi,tg,cg
tsīn-tsit,盡職,25,chīn-chit,tsin7tsit1,chin7chit1,tsintsit,chinchit,tt,cc
tsīn-sit,盡蝕,25,chīn-sit,tsin7sit1,chin7sit1,tsinsit,chinsit,ts,cs
tsīn-kak,盡角,25,chīn-kak,tsin7kak1,chin7kak1,tsinkak,chinkak,tk,ck
tsīn-bat,盡識,25,chīn-bat,tsin7bat1,chin7bat1,tsinbat,chinbat,tb,cb
tsīn-bué,盡買,25,chīn-bóe,tsin7bue2,chin7boe2,tsinbue,chinboe,tb,cb
tsīn-bē,盡賣,25,chīn-bē,tsin7be7,chin7be7,tsinbe,chinbe,tb,cb
tsīn-liōng,盡量,25,chīn-liōng,tsin7liong7,chin7liong7,tsinliong,chinliong,tl,cl
tsīn-mn̂g,盡門,25,chīn-mn̂g,tsin7mng5,chin7mng5,tsinmng,chinmng,tm,cm
tsīn-khò,盡靠,25,chīn-khò,tsin7kho3,chin7kho3,tsinkho,chinkho,tk,ck
tsīn-thâu,盡頭,25,chīn-thâu,tsin7thau5,chin7thau5,tsinthau,chinthau,tt,ct
tsīn-hong,盡風,25,chīn-hong,tsin7hong1,chin7hong1,tsinhong,chinhong,th,ch
kann-tsik,監則,25,kaⁿ-chek,kann1tsik1,kann1chek1,kanntsik,kannchek,kt,kc
kam-ìn,監印,25,kam-ìn,kam1in3,kam1in3,kamin,kamin,ki,ki
kam-si,監司,25,kam-si,kam1si1,kam1si1,kamsi,kamsi,ks,ks
kann-siû,監囚,25,kaⁿ-siû,kann1siu5,kann1siu5,kannsiu,kannsiu,ks,ks
kam-kok,監國,25,kam-kok,kam1kok1,kam1kok1,kamkok,kamkok,kk,kk
kàm-tshat,監察,25,kàm-chhat,kam3tshat1,kam3chhat1,kamtshat,kamchhat,kt,kc
kam-tsiu,監州,25,kam-chiu,kam1tsiu1,kam1chiu1,kamtsiu,kamchiu,kt,kc
kann-pâng,監房,25,kaⁿ-pâng,kann1pang5,kann1pang5,kannpang,kannpang,kp,kp
khàn-pōo,監房,25,khàn-pō͘,khan3poo7,khan3poo7,khanpoo,khanpoo,kp,kp
kam-tsuán,監撰,25,kam-choán,kam1tsuan2,kam1choan2,kamtsuan,kamchoan,kt,kc
kam-tsám,監斬,25,kam-chám,kam1tsam2,kam1cham2,kamtsam,kamcham,kt,kc
kàm-pún,監本,25,kàm-pún,kam3pun2,kam3pun2,kampun,kampun,kp,kp
kam-tsa,監查,25,kam-cha,kam1tsa1,kam1cha1,kamtsa,kamcha,kt,kc
kàm-í,監椅,25,kàm-í,kam3i2,kam3i2,kami,kami,ki,ki
kàm-tsiò,監照,25,kàm-chiò,kam3tsio3,kam3chio3,kamtsio,kamchio,kt,kc
kann-lô,監牢,25,kaⁿ-lô,kann1lo5,kann1lo5,kannlo,kannlo,kl,kl
kann-huān,監犯,25,kaⁿ-hoān,kann1huan7,kann1hoan7,kannhuan,kannhoan,kh,kh
kam-ga̍k,監獄,25,kam-ga̍k,kam1gak8,kam1gak8,kamgak,kamgak,kg,kg
kann-ga̍k,監獄,25,kaⁿ-ga̍k,kann1gak8,kann1gak8,kanngak,kanngak,kg,kg
kàm-sing,監生,25,kàm-seng,kam3sing1,kam3seng1,kamsing,kamseng,ks,ks
