scope,area,status,slice_or_release,platform,native_path,native_symbol,rust_crate,rust_path,entity_type,entity_name,description_zh_tw,migration_notes
file,autocomplete,native_keep,n/a,ios,ios/Sources/TaigiKeyboard/Autocomplete/Services/AutocompleteProviders.swift,AutocompleteProviders,,,file,AutocompleteProviders.swift,「ComposingStateProvider / SelectionContextProvider / AutocompleteContextUpdater protocols。」,純抽象介面（26 LOC）；platform DI 介面層保留為 native by design。Phase IV-B 收工 (v3.5.7)。
file,settings,native_keep,n/a,ios,ios/Sources/TaigiKeyboard/Settings/EngineSettings.swift,EngineSettings,,,file,EngineSettings.swift,「engine 用的 read-only Settings protocol。」,純 protocol（33 LOC），platform live-read 介面；保留為 native by design。Phase IV-B 收工 (v3.5.7)。
file,settings,native_keep,n/a,android,android/.../ime/core/settings/EngineSettings.kt,EngineSettings,,,file,EngineSettings.kt,「Kotlin 對應 EngineSettings interface。」,同 iOS：platform DI 介面保留 native。Phase IV-B 收工 (v3.5.7)。
file,settings,native_keep,n/a,ios,ios/Sources/TaigiKeyboard/Settings/EngineSettingsProvider.swift,EngineSettingsProvider,,,file,EngineSettingsProvider.swift,「current accessor（live-read 不快照）。」,Platform live-read accessor，保留 native。Phase IV-B 收工 (v3.5.7)。
file,settings,native_keep,n/a,android,android/.../ime/core/settings/EngineSettingsProvider.kt,EngineSettingsProvider,,,file,EngineSettingsProvider.kt,「Kotlin 對應 provider。」,同 iOS：保留 native。Phase IV-B 收工 (v3.5.7)。
file,settings,native_keep,n/a,cross_platform,ios/Sources/TaigiKeyboard/Settings/InputMode.swift + android/.../ime/core/settings/InputMode.kt,InputMode,phonetics,engine/phonetics/src/api.rs,file,InputMode.swift/.kt,「iOS/Android 顯示用 .poj/.tl/.english/.tps；Rust 已有強型別 InputMode（不含 .tps）。」,平台側 displayName 在 Settings/SettingsModels.swift 做本地化；platform display enum 保留以對接 UI 字串。Phase IV-B 收工 (v3.5.7)。
file,settings,native_keep,n/a,cross_platform,ios/Sources/TaigiKeyboard/Settings/ToneToggles.swift + android/.../ime/core/settings/ToneToggles.kt,ToneToggles,protos,engine/protos/proto/envelope.proto AppConfig,file,ToneToggles.swift/.kt,「POJ 預處理 toggles 值型別；橋接時直接展開到 AppConfig.oo_doubletap_enabled / nn_doubletap_enabled。」,無實質邏輯（21 LOC）；值型別保留 native。Phase IV-B 收工 (v3.5.7)。
file,common,native_keep,n/a,cross_platform,ios/Sources/TaigiKeyboard/Logging/LoggerBackend.swift + android/.../ime/core/logging/LoggerBackend.kt,LoggerBackend,,,file,LoggerBackend.swift/.kt,「LoggerBackend protocol + LoggerFactory 抽象 + iOS DebugLogger / Android AndroidLoggerBackend。Rust log crate 透過 SwiftLoggerSink/JNI 反向呼叫此層。」,平台特定 logger 端點 — 由設計保留為 native（os.Logger / android.util.Log 端點 + 反向 sink）；不會遷移。
file,lexicon,native_keep,n/a,cross_platform,ios/Sources/TaigiKeyboard/Lexicon/Models/TaigiWord.swift + android/.../TaigiWord.kt,TaigiWord,,,file,TaigiWord.swift/.kt,「value type 候選；Rust 端有對應 protos::TaigiWord 但平台 DTO 仍保留以避免每次橋接都重建（19 LOC）。」,
file,lexicon,native_keep,n/a,cross_platform,ios/Sources/TaigiKeyboard/Lexicon/Models/InputType.swift + android/.../InputType.kt,InputType,protos,engine/protos/proto/envelope.proto InputType,file,InputType.swift/.kt,「.romanWithoutTone / .romanWithTone / .hanzi enum；對應 protos::InputType。」,平台 DTO 保留，無遷移壓力。
file,lexicon,native_keep,n/a,cross_platform,ios/Sources/TaigiKeyboard/Lexicon/Models/DictionarySource.swift + android/.../DictionarySource.kt,DictionarySource,,,file,DictionarySource.swift/.kt,「字典來源 enum；ordering 為 source_bitmask 編碼權威，不可重排。」,bitmask 對齊由 docs/engine/binary-format.md 釘住。
file,lexicon,native_keep,n/a,cross_platform,ios/Sources/TaigiKeyboard/Lexicon/Models/CustomDictionaryEntry.swift + android/.../*Entry.kt,CustomDictionaryEntry,,,file,CustomDictionaryEntry.swift/.kt,「自訂字典 CRUD 值型別；user_data SQLite 欄位的鏡像。」,user-data SQLite 為 native-only（feedback_user_data_sqlite_stays_native）。
file,lexicon,native_keep,n/a,cross_platform,ios/Sources/TaigiKeyboard/Lexicon/Models/FrequencyData.swift + android/.../FrequencyData.kt,FrequencyData,protos,engine/protos/proto/lexicon.proto FrequencyEntry,file,FrequencyData.swift/.kt,"「Per-word usage snapshot（count + lastUsedMillis）；橋接時轉 protos::FrequencyEntry。」",平台 DTO 必要。
file,lexicon,native_keep,n/a,cross_platform,ios/Sources/TaigiKeyboard/Lexicon/Models/LexiconConstants.swift + android/.../DictionaryConstants.kt,LexiconConstants,,,file,LexiconConstants.swift/Constants.kt,「平台 logging subsystem 名稱等常數；iOS bundle 名稱平台相關。」,
file,lexicon,native_keep,n/a,cross_platform,ios/Sources/TaigiKeyboard/Lexicon/Models/LexiconError.swift + android/.../DictionaryError.kt,LexiconError,lexicon,engine/lexicon/src/error.rs,file,LexiconError.swift/Error.kt,「平台側 LocalizedError 包覆，與 Rust LexiconError 並列存在；本地化 message 平台特定。」,
file,lexicon,rust_shipped,v3.5.7,cross_platform,(deleted),(deleted),lexicon,engine/lexicon/src/dictionary_filters.rs,file,dictionary_filters.rs,「使用者啟用字典清單 + bitmask 編碼（dictionaryFilterBitmask/assocLookupBitmask/enabledSources）；綁定 dictionary.bin 二進位佈局。」,v3.5.7 EnabledDictionaries slice — proto tag 18 DictionaryFiltersRequest/Response + DictionarySourceCode wire-stable enum；compute_filters 純邏輯 ~120 LOC + 6 inline golden tests；assoc_lookup_bitmask 內含 u32::MAX sentinel 保留 lexicon.proto:166-173 行為。iOS/Android EnabledDictionaries.swift/.kt 已刪 (Path G)。
file,lexicon,wont_migrate,n/a,cross_platform,ios/Sources/TaigiKeyboard/Lexicon/Models/DictionarySearchResult.swift + android/.../DictionarySearchResult.kt,DictionarySearchResult,,,file,DictionarySearchResult.swift/.kt,「為 Tab3 結果組裝 chhoe.taigi.info / sutian.moe.edu.tw 查詢 URL。」,App 特定 URL 構造；屬 UI 層，不適合進 shared-core。
file,lexicon,wont_migrate,n/a,cross_platform,ios/Sources/TaigiKeyboard/Lexicon/Utils/ExternalLookupURLBuilder.swift + android/.../ExternalLookupURLBuilder.kt,ExternalLookupURLBuilder,,,file,ExternalLookupURLBuilder.swift/.kt,「外部字典查詢 URL 組裝器；URL hostname 與路徑 app 特定。」,呼叫 RustEngineBridge.nfdPreprocessForLookup + stripTone 拿到 phonetic prep 結果，但 URL 組裝平台側。
file,lexicon_user,wont_migrate,n/a,ios,ios/Sources/TaigiKeyboard/Lexicon/Database/CustomDictionaryRepository.swift,CustomDictionaryRepository,,,file,CustomDictionaryRepository.swift,「user_data SQLite CRUD（自訂字典）。」,user-data SQLite 為 native-only。
file,lexicon_user,wont_migrate,n/a,ios,ios/Sources/TaigiKeyboard/Lexicon/Database/CustomDictionarySchema.swift,CustomDictionarySchema,,,file,CustomDictionarySchema.swift,「自訂字典 SQLite schema。」,
file,lexicon_user,wont_migrate,n/a,ios,ios/Sources/TaigiKeyboard/Lexicon/Database/CustomDictionaryCapacityPolicy.swift,CustomDictionaryCapacityPolicy,,,file,CustomDictionaryCapacityPolicy.swift,「自訂字典容量上限策略（清理舊條目）。」,
file,lexicon_user,wont_migrate,n/a,ios,ios/Sources/TaigiKeyboard/Lexicon/Database/CustomDictionaryMigrator.swift,CustomDictionaryMigrator,,,file,CustomDictionaryMigrator.swift,「自訂字典 schema migration runner。」,
file,lexicon_user,wont_migrate,n/a,ios,ios/Sources/TaigiKeyboard/Lexicon/Database/UserFrequencyRepository.swift,UserFrequencyRepository,,,file,UserFrequencyRepository.swift,「user_frequency.db CRUD（使用者頻次）。」,
file,lexicon_user,wont_migrate,n/a,ios,ios/Sources/TaigiKeyboard/Lexicon/Database/UserFrequencySchema.swift,UserFrequencySchema,,,file,UserFrequencySchema.swift,「user_frequency.db schema。」,
file,lexicon_user,wont_migrate,n/a,ios,ios/Sources/TaigiKeyboard/Lexicon/Database/UserFrequencyPruner.swift,UserFrequencyPruner,,,file,UserFrequencyPruner.swift,「user_frequency.db 過期條目清理。」,
file,lexicon_user,wont_migrate,n/a,ios,ios/Sources/TaigiKeyboard/Lexicon/Database/SQLiteConnectionManager.swift,SQLiteConnectionManager,,,file,SQLiteConnectionManager.swift,「iOS sqlite3 C API 連線管理 + DispatchQueue。」,
file,lexicon_user,wont_migrate,n/a,ios,ios/Sources/TaigiKeyboard/Lexicon/Database/SQLiteBindingHelpers.swift,SQLiteBindingHelpers,,,file,SQLiteBindingHelpers.swift,「sqlite3_bind_* 包覆器。」,
file,lexicon_user,wont_migrate,n/a,ios,ios/Sources/TaigiKeyboard/Lexicon/Database/SharedDatabasePath.swift,SharedDatabasePath,,,file,SharedDatabasePath.swift,「App Group + FileManager 共用 DB 路徑解析。」,
file,lexicon_user,wont_migrate,n/a,ios,ios/Sources/TaigiKeyboard/Lexicon/Services/LexiconService.swift,LexiconService,,,service,LexiconService.swift,「iOS 端 lexicon 服務協調器：bootstrap RustEngineBridge.install + 字典資源解壓。」,呼叫 Rust 但本身為 iOS 啟動編排，不適合進 Rust。
file,lexicon_user,wont_migrate,n/a,ios,ios/Sources/TaigiKeyboard/Lexicon/Services/CustomDictionaryService.swift,CustomDictionaryService,,,service,CustomDictionaryService.swift,「自訂字典讀寫服務（覆蓋 SQLite Repository）。」,
file,lexicon_user,wont_migrate,n/a,ios,ios/Sources/TaigiKeyboard/Lexicon/Services/UserFrequencyService.swift,UserFrequencyService,,,service,UserFrequencyService.swift,「使用者頻次服務（covers UserFrequencyRepository）；觸發 Rust ranking 前餵 FrequencyData。」,
file,lexicon_user,wont_migrate,n/a,ios,ios/Sources/TaigiKeyboard/Lexicon/Services/BackupService.swift,BackupService,,,service,BackupService.swift,「自訂字典備份/還原；操作 SQLite + iCloud 路徑。」,
file,lexicon_user,wont_migrate,n/a,ios,ios/Sources/TaigiKeyboard/Lexicon/Services/DictionarySearchService.swift,DictionarySearchService,,,service,DictionarySearchService.swift,「Tab3 字典查詢服務；組合 Rust search/searchByHanzi + URL 構造 + DTO。」,
file,lexicon_user,wont_migrate,n/a,android,android/.../ime/dictionary/LexiconService.kt,LexiconService,,,service,LexiconService.kt,「Android 對應 lexicon 啟動 + custom-dict 寫路徑。」,
file,lexicon_user,wont_migrate,n/a,android,android/.../ime/dictionary/CustomDictionaryService.kt,CustomDictionaryService,,,service,CustomDictionaryService.kt,「Android 自訂字典 SQLite 服務。」,
file,lexicon_user,wont_migrate,n/a,android,android/.../ime/text/composing/UserFrequencyService.kt,UserFrequencyService,,,service,UserFrequencyService.kt,「Android 使用者頻次服務。」,
file,lexicon_user,wont_migrate,n/a,android,android/.../ime/dictionary/BackupService.kt,BackupService,,,service,BackupService.kt,「Android 備份服務（custom dictionary）。」,
file,nextword,wont_migrate,n/a,ios,ios/Sources/TaigiKeyboard/NextWord/NextWordController.swift,NextWordController,,,file,NextWordController.swift,「iOS NextWord 平台執行器：Timer / DispatchQueue.main / @MainActor；呼叫 Rust nextword.apply 處理 Intent。」,
file,nextword,wont_migrate,n/a,ios,ios/Sources/TaigiKeyboard/NextWord/Services/NextWordService.swift,NextWordService,,,service,NextWordService.swift,「Bundled bigram + persisted state 的 iOS 服務層。」,實際 bigram lookup 已走 lexicon::assoc_lookup；服務本身為 platform glue。
file,nextword,wont_migrate,n/a,ios,ios/Sources/TaigiKeyboard/NextWord/Repository/NextWordRepository.swift,NextWordRepository,,,file,NextWordRepository.swift,「NextWord SQLite repo（iOS 既有，純舊路徑後備）。」,使用情境隨 v3.5.5 收斂；保留以兼容舊資料。
file,nextword,wont_migrate,n/a,ios,ios/Sources/TaigiKeyboard/NextWord/Repository/NextWordSchema.swift,NextWordSchema,,,file,NextWordSchema.swift,「NextWord SQLite schema。」,
file,nextword,wont_migrate,n/a,android,android/.../ime/dictionary/NextWordService.kt,NextWordService,,,service,NextWordService.kt,「Android NextWord 平台執行器與服務。」,
file,composing,wont_migrate,n/a,ios,ios/Sources/TaigiKeyboard/Input/Composing/ComposingManager.swift,ComposingManager,,,file,ComposingManager.swift,「iOS composing 包覆器：Combine / @Published / ObservableObject / delegate / context-sink wiring；G4-impl 後 ~150 LOC。」,將 Rust Engine 的 effect 對接到 KeyboardKit context。
file,composing,wont_migrate,n/a,ios,ios/Sources/TaigiKeyboard/Input/Composing/ComposingDelegate.swift,ComposingDelegate,,,file,ComposingDelegate.swift,「Effect interpreter（execute(_:)）：將 Rust 端 Effect enum 換成 UITextDocumentProxy 操作。」,Android 對應 ComposingDelegate.kt。
file,composing,wont_migrate,n/a,android,android/.../ime/text/composing/ComposingManager.kt,ComposingManager,,,file,ComposingManager.kt,「Android composing 包覆器。」,
file,composing,wont_migrate,n/a,android,android/.../ime/text/composing/ComposingDelegate.kt,ComposingDelegate,,,file,ComposingDelegate.kt,「Android Effect interpreter（對 InputConnection）。」,
file,composing,wont_migrate,n/a,android,android/.../ime/text/composing/EnglishAutocompleteService.kt,EnglishAutocompleteService,,,service,EnglishAutocompleteService.kt,「英文 autocomplete 服務；非 Taigi 路徑。」,
file,composing,wont_migrate,n/a,android,android/.../ime/text/composing/TaigiAutocompleteService.kt,TaigiAutocompleteService,,,service,TaigiAutocompleteService.kt,「台語 autocomplete 服務協調器：呼 Rust lexicon search + ranking process_candidates。」,
file,phonetics,wont_migrate,n/a,ios,ios/Sources/TaigiKeyboard/Autocomplete/Services/SuggestionCaseTransformer.swift,SuggestionCaseTransformer,phonetics,engine/phonetics/src/case_transform.rs,file,SuggestionCaseTransformer.swift,「Path G 後 thin wrapper：呼 RustEngineBridge.transformSuggestionCase；保留 platform-side skip rules（additionalInfo 標記過濾）。」,核心邏輯已在 Rust transform_suggestion；iOS 殼層保留。
file,phonetics,wont_migrate,n/a,android,android/.../ime/dictionary/SuggestionCaseTransformer.kt,SuggestionCaseTransformer,phonetics,engine/phonetics/src/case_transform.rs,file,SuggestionCaseTransformer.kt,「Path G 後 thin wrapper：呼 RustEngineBridge.transformSuggestion；保留 platform-side skip rules（id 標記過濾）。」,核心邏輯已在 Rust transform_suggestion；Android 殼層保留。
file,ime,wont_migrate,n/a,android,android/.../ime/text/CharacterInputPipeline.kt,CharacterInputPipeline,,,file,CharacterInputPipeline.kt,「Android 鍵入 → 規範化音節協調器；對齊 iOS CharacterInputPipeline.swift。」,平台薄殼，與 Rust 對接 normalize_input。
file,ime,wont_migrate,n/a,android,android/.../ime/text/CapsStateManager.kt,CapsStateManager,phonetics,engine/phonetics/src/case_transform.rs,file,CapsStateManager.kt,「caps/capsLock 狀態機（鍵盤 shift 鍵）；轉換邏輯已在 Rust case_transform。」,
file,ime,wont_migrate,n/a,android,android/.../ime/text/key/KeyLabelCaseCache.kt,KeyLabelCaseCache,phonetics,engine/phonetics/src/case_transform.rs,file,KeyLabelCaseCache.kt,「鍵盤鍵面 label 大小寫快取，呼叫 Rust transformInputCase 後做 batch cache。」,
file,ime,wont_migrate,n/a,ios,ios/Sources/TaigiKeyboard/KeyboardExtension/...,（多檔）,,,file,KeyboardExtension/*,「KeyboardKit 整合層：CalloutView / CandidateView / KeyboardController 等。」,UI / KeyboardKit 綁定，不適合 shared-core。
file,ui,wont_migrate,n/a,cross_platform,ios/Sources/TaigiKeyboard/App/* + android/.../ui/*,App tabs / settings UI,,,ui,App tabs / Settings UI,「Tab1 / Tab2 / Tab3 / Tab4 + 設定畫面（SwiftUI / Compose）。」,UI 層從不進 Rust。
file,_unused,wont_migrate,n/a,n/a,kesi/ (deprecated build pipeline),,,,file,kesi/,「舊字典產生工具，已 deprecated 並由 dictionary/ + scripts/ pipeline 取代。」,memory project_kesi_deprecated.md。
