tl,hanzi
ngóo-jiáu-lîng,五爪龍
ngóo-jiáu-jiông,五爪絨
huan-pô-uan,蕃婆灣
huan-pô-uân,蕃婆怨
sann-kha-pih-tsháu,三角鼈草
sann-kha-pih,三角鼈
phû-tô,葡萄
kâu-huann-hí,猴歡喜
tsû-tāu,薯豆
tsû-táu,薯斗
n̂g-muâ,黃麻
suann-muâ,山麻
táu-lo̍k,斗鹿
io̍h-hóo,藥虎
sann-kha-puà,三角破
bí-nâ-tsháu,米籃草
sù-bî-tsháu,絮薇草
bō-á-tún,帽仔盾
sù-bí-tsháu,四米草
gíng-á-tún-tsháu,研仔盾草
phoh-á-tsháu,朴仔草
bō-á-tùn-tsháu,帽仔盾草
bō-á-tún-tsháu,磨仔盾草
suann-phû-iông,山芙蓉
káu-thâu-phû-iông,狗頭芙蓉
phû-iông,芙蓉
hû-song-hue,扶桑花
tuā-âng-hue,大紅花
tsiú-gím-hue,水錦花
pe̍h-tsuí-gím-hue,白水錦花
phoh-á,朴仔
n̂g-tsuí,黃槿
kuí-liú-kun,鬼柳根
sù-bí-tsháu,賜米草
sat-bú-tsí-tsháu,虱母子草
sat-bú-tsí,虱母子
pan-tsi-tshiū,班芝樹
ka-po̍h-mî,加薄棉
tshinn-tông,青桐
ngôo-tông,梧桐
khóo-muâ,苦麻
tuā-pe̍h-hio̍h-á,大白葉仔
tshe-thâu-hîng,栖頭恒
ting-á-tsháu,燈仔草
tshìng-tshn̂g-lâm,銃床楠
pîn-pô,蘋婆
tsuí-kóng-sim,水管心
tuā-phànn-tshiū,大有樹
gû-sái-tê,牛屎茶
âng-tām,紅淡
tê-muî,茶梅
khóo-tê,苦茶
iû-tê-tshiū,油茶樹
oo-phê-tê,烏皮茶
iû-tê,油茶
tê,茶
suann-tê,山茶
suann-tê-á,山茶仔
iû-hio̍h-tê,油葉茶
iû-bo̍k,油木
tuā-thâu-tê,大頭茶
kuann-á-phê,杆仔皮
hò-siū,荷樹
hò,荷
ko-pue,高杯
âng-tām-pí,紅淡比
âng-kāu-khak,紅厚殼
n̂g-hue-á-tsháu,黃花仔草
it-ki-hiunn,一枝香
tshut-sing-láu,出生老
tuā-huan-hûn,大翻魂
tê-sî-hông,茶匙黃
kue-tsih-hông,鷄舌黃
keh-tsiáu-hue,鵲鳥花
ū-tshì-tshiah-lân,有刺赤蘭
lóo-huà-tshiū,魯化樹
sî-pió-á-hue,時錶仔花
bo̍k-kua,木瓜
huan-á-bo̍k-kua,番仔木瓜
bān-siū-kó,萬壽果
sian-pa-tsiúnn,仙巴掌
poo-lûn-á,埔崙仔
suann-poo-lûn-á,山埔崙仔
poo-lûn,埔崙
kiú-kiong,九芎
tshâ-tsńg-kah,柴指甲
hái-tsuá-tsînn-lóo,海紙錢魯
tsuí-ti-bú-lin,水豬母乳
âng-sia̍h-liû,紅石榴
sia̍h-liû,石榴
pe̍h-sia̍h-liû,白石榴
kî-puânn-kha-tshiū,碁盤脚樹
tsuí-kòng-á,水貢仔
tsuí-ka-tang,水茄苳
gōo-kha-lí,五脚里
tsuí-pit,水筆
tsuí-pit-á,水筆仔
âng-ka-tang,紅茄苳
sù-kun-tsú,使君子
suann-iûnn-sái,山羊屎
lám-jîn,欖仁
ka-ji̍p-kū,加入舅
tshiah-lân,赤蘭
huan-á-sàu-tshiú,蕃仔掃箒
hiong-kó,香果
hong-kóo,風鼓
pua̍t-á,拔仔
pat-á,扒仔
tsuí-to-nî,水刀連
to-nî-á,哆哖仔
kim-siā-liû,金榭榴
tē-ting,地丁
káu-lê-á-hue,九螺仔花
poo-pit-á,埔筆仔
put-liû-hîng,不留行
ông-put-liû-hîng,王不留行
ông-put-liû,王不留
tsuí-ting-hiunn,水丁香
kè-kang-lîng,過江龍
kè-kau-lîng,過溝龍
tsuí-kang-lîng,水江龍
tsháu-se,草紗
ap-bú-tshiū,鴨母樹
ap-mâ-kua̍t,鴨麻瓜
tshì-tshang-tshiū,刺葱樹
suè-hōo-tshì-tshang,細號刺葱
káu-kha-tuê,狗腳蹄
hue-tshó,花草
to̍k-hua̍t,獨活
khûn-tshài,芹菜
tshâ-ôo,柴胡
juā-á-tsháu,蚋仔草
ham-khah-á-tsháu,蚶壳仔草
âng-tshài-thâu,紅菜頭
huê-hiunn,茴香
kim-tshînn-po̍h-ho,金錢薄荷
khit-tshia̍h-uánn,乞食碗
ham-khah-tsînn-tsháu,含殼錢草
piàn-tē-hut,變地忽
tsuí-khûn-tshài,水芹菜
hông-hong,防風
muá-suann-âng,滿山紅
hōo-suànn-á,雨傘仔
thih-hōo-suànn,鐵雨傘
hōo-suànn-á,雨傘子
la̍k-kak-tsháu,六角草
suann-kuì-hue,山桂花
tsit-hî-tánn,鯽魚膽
thih-á,鐵仔
phang-tsháu,香草
hiunn-tsháu,香草
oo-bīn-bé,烏面馬
kuann-á,杆仔
tsio̍h-tshîng,石松
tshiū-tshinn,樹青
mô-khī,毛柿
mô-khī-keh,毛柿格
oo-tshâi-á,烏材仔
oo-tshâi-khī,烏材柿
khī-á,柿仔
âng-khī,紅柿
n̂g-sim-á,黃心仔
suann-khī,山柿
oo-phê-tsio̍h-lîng,烏皮石柃
suann-iûnn-hī,山羊耳
suè-hio̍h-pe̍h-mn̂g,細葉白門
tuā-hio̍h-pe̍h-mn̂g,大葉白門
pe̍h-mn̂g,白們
tánn-tsio,打招
oo-phê-kiú-kiong,烏皮九芎
pe̍h-tshiū,白樹
oo-kue-bú,烏雞母
âng-phê,紅皮
suann-khóo-līng,山苦楝
kua-thôo,柯土
pe̍h-kue-iû-kū,白鷄油舅
siù-ing,秀英
ba̍k-nī-hue,茉莉花
bak-nī,茉莉
suann-sòo-ing,山素英
suann-sù-ing,山四英
kuì-hue,桂花
tshì-keh,刺格
iông-phoo,揚波
hái-iông-phoo,海洋波
hái-suāinn-á,海檨仔
sng-tìn,酸藤
lin-tîn,乳藤
sù-sî-tshun,四時春
ji̍t-ji̍t-tshun,日日春
kip-tik-thô,夾竹桃
thô-tik,桃竹
huan-hue,蕃花
huan-á-hue,蕃仔花
suann-bé-tê,山馬蹄
suann-bé-tê,山馬茶
bú-hia-tîn,武靴藤
kiû-lân,毬蘭
tāu-hóo,豆虎
huan-á-tîn,蕃仔藤
uánn-kong-hue,碗公花
han-tsû-kū,蕃薯舅
bé-uann-tîn,馬鞍藤
phuà-pòo-bo̍k,破布木
suann-pòo-tsí,山布子
phuà-pòo-tsí,破布子
tshiū-tsí-á,樹子仔
pòo-pòo-oo-tshiū,布布烏樹
pòo-pòo-oo,布布烏
suann-pin-nn̂g,山檳榔
kāu-khak-á,厚殼仔
gû-kut-á,牛骨仔
kháu-kha-á,口脚仔
kim-hī-tuī,金耳墜
kim-só-sî,金鎖匙
tsuí-tsháu,水草
hái-ka-tang,海茄苳
hái-ka-tîn,海茄藤
tshoo-khng-á,粗糠仔
pe̍h-tshoo-khng-á,白粗糠仔
mn̂g-tsiong-kun,毛將軍
poo-tsháu-iūnn,埔草樣
khóo-nâ-puânn,苦藍盤
pe̍h-lîng-tsûn-hue,白龍船花
lîng-tsûn-hue,龍船花
góo-lîng-lân,五龍蘭
ah-chi̍h-hông,鴨舌黃
ah-tshuì-hông,鴨嘴黃
gû-kut-á-tshiū,牛骨仔樹
thih-bí-pinn,鐵馬鞭
bé-pinn-tsháu,馬鞭草
tê-bí-tsháu,茶米草
po̍h-kiunn-á,薄姜仔
muâ-á,蔴仔
poo-kiunn,埔姜
m̄-kiann-tê,不驚茶
m̄-kiann-king,不驚經
suann-poo-kiunn,山埔姜
oo-tinn,烏甜
oo-tinn-á,烏甜仔
pòo-kiunn,布姜
hái-poo-kiunn,海埔姜
tsat-tsat-âng,節節紅
tsiam-bé-hong,尖尾風
sàn-huih-tsháu,臭天黃
kim-kiàm-tsháu,金劍草
tshài-tsháu-thâu,菜草頭
sat-bú-thâu,虱母頭
buah-tsháu,抹草
hî-tsiam-tsháu,魚針草
hē-koo-tsháu,夏枯草
siunn-su-tsháu,相思草
kim-tsînn-po̍h-ho,金錢薄荷
hóo-kā-hông,虎咬廣
pòo-kut-siau,布骨梢
kue-kha-tsháu,鷄脚草
ti̍k-lân,澤蘭
lo̍k-á-tshài,鹿仔菜
ah-bú-tsháu,益母草
pe̍h-ah-bé-tsháu,白益母草
pe̍h-khun-tsháu,白昆草
pe̍h-hue-tsháu,白花草
tsháu-bé-hông,鼠尾黃
po̍h-ho,薄荷
sian-tsháu,仙草
thóo-giû-tshit,土牛七
thih-bo̍k-kùn,鐵木棍
hiunn-jû,香榆
hiunn-hû,香符
tshuà-pán-tsháu,蔡板草
káu-tsàn-thah,九層塔
tsí-soo,紫蘇
âng-tsí-soo,紅紫蘇
suann-tsí-soo,山紫蘇
pe̍h-tsí-soo,白紫蘇
hê-koo-tsháu,蝦蛄草
hiòng-thian-tsuánn,向天盞
bān-thô-hue,萬桃花
phah-puà-uánn-hue,打破碗花
tē-kut-phî,地骨皮
kam-á-bìt,甘仔蜜
âng-hī-á-tshù,紅耳仔厝
kóo-kí,枸杞
âng-hī-á-bi̍t,紅耳仔蜜
huan-kiunn,蕃薑
hun-tsháu,煙草
ting-lông-tsháu,登郎草
phàu-á-tsháu,炮仔草
kam-a-bi̍t,甘仔蜜
pe̍h-kāu-phoh,白厚朴
ia̍h-á-tsháu,蝶仔草
hī-kau-tsháu,耳鉤草
n̂g-tsuí-kiô,黃水茄
gōo-the̍h-kiô,五宅茄
tshì-kam-á,刺柑仔
liú-á-kiô,鈕仔茄
liú-á-hông,柳仔黃
kiô,茄
kiô-á,茄仔
oo-tshì-kiô,烏刺茄
oo-tsí-á-tshài,烏子仔菜
oo-tsí-á-tsháu,烏子仔草
oo-á-tshài,烏仔菜
oo-tsí-kiô,烏子茄
tshì-kiô,刺茄
tsuí-kiô,水茄
liú-hio̍h-kiô,柳葉茄
thóo-hun,土烟
ji̍t-pún-han-tsû,日本番薯
hô-lân-tsû,荷蘭薯
huan-á-han-tsû,蕃仔蕃薯
báng-á-hun,蚊仔煙
suann-hun-tsháu,山煙草
sinn-mn̂g-tsiong-kun,生毛將軍
suann-huan-á-hun,山蕃仔煙
thóo-hun,土煙
tīng-king-tsháu,定經草
kue-tsi̍h-hông,鷄舌黃
ah-tsi̍h-hông,鴨舌黃
ah-bú-tsháu,鴨母草
tsuí-ting-hông,水丁黃
tshân-hiunn-tsháu,田香草
kiàn-hông-hông,見紅黃
gōng-tshiū,戇樹
lâm-tâu-ngôo-tông,南投梧桐
tuā-gōng-tshiū,大戇樹
pe̍h-tông,白桐
tó-tuē-giâ-kang,倒地蜈蚣
tìng-tuē-giâ-kang,釘地蜈蚣
suann-tshài-tāu,山菜豆
pe̍h-muâ,白麻
oo-muâ,烏麻
tsi-muâ,芝麻
iû-muâ,油麻
ōo-koo-tsháu,芋菰草
kim-hî-tsháu,金魚草
tsit-á-tánn,鯽仔膽
la̍k-kak-ing,六角英
tsiam-bé-hong,尖尾峯
tshú-bé-hông,鼠尾紅
sió-tshú-bé-hông,小鼠尾黃
beh-suī-hong,麥穗黃
hōng-bé-hông,鳳尾黃
tshú-kun-hông,鼠筋黃
tshú-bé-hông,鼠尾黃
tinn-á-puânn,甜仔盤
gī-nâ-puânn,義藍盤
ku-tsiân-tsháu,車前草
gōo-kun-tsháu,五根草
ah-tsih-hông,鴨舌黃
hóo-tshì,虎刺
káu-kut-á,狗骨仔
suann-n̂g-ki,山黃枝
suann-n̂g-kinn,山黃梔
n̂g-ki-hue,黃枝花
n̂g-ki,黃枝
pe̍h-jîn,白仁
pe̍h-lîn,白隣
siān-po̍k,善薄
sù-kuì-n̂g-ki,四季黃枝
káu-kut-siau,狗骨消
sian-tan,仙丹
lám-jîn-kū,欖仁舅
kue-tsi-tsháu,瓜子草
kue-sái-tîn,鷄屎藤
kue-phang-tîn,鷄香藤
hong-put-tōng-tîn,風不動藤
tshì-á,刺仔
âng-tîn-á-tsháu,紅藤仔草
âng-kun-á-tsháu,紅根仔草
phùn-seh,噴雪
tsuí-hûn-á,水魂仔
tsuí-kim-tiānn,水金定
kim-gûn-hue,金銀花
jím-tang-tîn,忍冬藤
suann-ti-bah,山豬肉
âng-tsí-á,紅子仔
si-kue,西瓜
kim-kue,金瓜
lîng-tshiu-tîn,龍鬚藤
góo-jiáu-hún-tîn,五爪粉藤
pû-á,匏仔
hô-lôo-pû,葫蘆匏
tshài-kue,菜瓜
si-kue,絲瓜
suann-tshì-kue,山刺瓜
khóo-kue,苦瓜
tshàu-sái-kue,臭屎瓜
nâ-tâu-koo,林投菰
bo̍k-pih-tsú,木鼈子
thian-tsháu,天草
káu-sái-kue,狗屎瓜
tshàu-kue,臭瓜
tsuí-sian-hue-tsháu,水仙花草
liam-la̍t-á-tsháu,拈力仔草
suè-hio̍h-tsuí-tsháu,細葉水草
sì-hio̍h-tsí-soo,四葉紫蘇
tik-tsat-hông,竹節黃
lâm-hong-tsháu,南風草
báng-á-hun-tsháu,蚊仔煙草
tshinn-o-tsháu,青萵草
tshinn-o,青荷
kak-tshài,角菜
hiānn,艾
kî-gāi,祈艾
siong-si̍t-tsháu,傷食草
khui-pî-tsháu,開脾草
hâm-hong-tsháu,咸豐草
tông-tī-tsháu,同治草
tāi-hông-tsháu,大黃草
kuà-tshiú-hiunn,蓋手香
suann-pe̍h-tshài,山白菜
tsáu-bé-thai,走馬胎
thòo-hī-tsháu,兔耳草
kim-tsuánn,金盞
muá-thian-sing,滿天星
pe̍h-kiok-hue,白菊花
kiok-á,菊仔
kiok-hue,菊花
kak-hue,菊花
tang-e-tshài,苳萵菜
tâng-o-tshài,茼萵菜
phah-bóo-tshài,打妻菜
tang-o,茼萵
suann-kun-lîng,山根龍
suann-kue-tshài,山瓜菜
suann-pe-lîng,山菠薐
tàu-piah-hông,罩壁黃
ti-tshài-tsháu,豬菜草
oo-tshân-oo,烏田烏
tshân-oo-á-tsháu,田烏仔草
pe̍h-ting-khiā-u,白登竪杇
ting-khiā-u,登竪杇
âng-ting-khiā-u,紅登竪杇
hio̍h-ē-âng,葉下紅
tuā-pe̍h-hue,大白花
la̍k-ge̍h-seh,六月雪
te̍k-lân-tsháu,澤蘭草
pan-tik-siunn-si,班竹相思
suann-ti̍k-lân,山澤蘭
sim-kong-tsháu,心廣草
hiong-jû,香茹
âng-bīn-huan,紅面番
tshing-bîng-tsháu,清明草
tshú-khak,鼠麴
tshú-khak-tsháu,鼠麴草
âng-tshài,紅菜
âng-hōng-tshài,紅鳳菜
pe̍h-hōng-tshài,白鳳菜
hiòng-ji̍t-kuî,向日葵
giâ-á-tsháu,鵞仔草
thòo-á-tshài,兔仔草
pôo-kong-ing,蒲公英
giâ-á-tshài,鵞仔菜
ing-á-tsháu,英仔草
to-siong-tsháu,刀傷草
e-á-tshài,萵仔菜
iûnn-kak-sam-kiàm,羊角三劍
suann-kiok,山菊
ti-sái-tshài,豬屎菜
hi-tshiam-tsháu,稀簽草
sann-pán-to,三版刀
thih-kûn-thâu,鐵拳頭
kim-tsài-kau,金再鈎
tshinn-ki-hiunn,生支香
liam-la̍t-á,拈力仔
tsuâ-tsi̍h-hông,蛇舌黃
thian-hông-tsháu-kū,天紅草舅
iûnn-tài-lâi,羊帶來
pah-ji̍t-tsháu,百日草
