tl,hanzi,frequency
ge̍h-iánn,月影,25
ge̍h-thuann,月攤,25
ge̍h-póo,月斧,25
ge̍h-pîng,月旁,25
ge̍h-bîng,月明,25
gua̍t-bîng,月明,25
ge̍h-n̄g,月暈,25
ge̍h-ge̍h,月月,25
ge̍h-kuì,月桂,25
ge̍h-thô,月桃,25
ge̍h-toh,月桌,25
ge̍h-kiat,月橘,25
ge̍h-tshing,月清,25
ge̍h-suah,月煞,25
ge̍h-khîm,月琴,25
ge̍h-pe̍h,月白,25
gua̍t-biáu,月秒,25
ge̍h-thang,月窗,25
ge̍h-khoo,月箍,25
ge̍h-tsiong,月終,25
ge̍h-kiat,月結,25
ge̍h-king,月經,25
ge̍h-khih,月缺,25
ge̍h-khuat,月缺,25
gua̍t-ló,月老,25
ge̍h-sik,月色,25
ge̍h-hue,月花,25
ge̍h-sin,月薪,25
ge̍h-sit,月蝕,25
ge̍h-pió,月表,25
ge̍h-kè,月計,25
ge̍h-khò,月課,25
ge̍h-lûn,月輪,25
ge̍h-gûn,月銀,25
ge̍h-kue,月雞,25
ge̍h-thâu,月頭,25
ge̍h-thîng,月騰,25
ge̍h-tshú,月鼠,25
ū-hā,有下,25
ū-lâng,有人,25
iú-jîng,有仍,25
ū-piān,有便,25
ū-tsūn,有候,25
ū-kè,有價,25
ū-lāi,有利,25
ū-tshun,有剩,25
iú-kong,有功,25
iú-sè,有勢,25
iú-su,有司,25
iú-ha̍p,有合,25
iú-bîng,有名,25
iú-miâ,有名,25
ū-sui,有嘴,25
iú-in,有因,25
ū-tè,有塊,25
ū-thinn,有天,25
iú-sí,有始,25
ū-sin,有娠,25
iú-tsú,有子,25
ū-khang,有孔,25
iú-īn,有孕,25
ū-jī,有字,25
ū-hà,有孝,25
ū-hàu,有孝,25
iú-hāi,有害,25
ū-kio̍k,有局,25
iú-san,有山,25
ū-kang,有工,25
iú-hīng,有幸,25
ū-tué,有底,25
iú-hîng,有形,25
ū-sim,有心,25
iú-un,有恩,25
iú-ì,有意,25
iú-khuì,有愧,25
iú-ìng,有應,25
iú-sîng,有成,25
ū-phā,有抱,25
iú-sún,有損,25
ū-tòng,有擋,25
ū-hāu,有效,25
iú-sòo,有數,25
ū-ji̍t,有日,25
ū-kíng,有景,25
ū-ho̍k,有服,25
iú-bōng,有望,25
iú-kî,有期,25
ū-pán,有板,25
ū-khuán,有款,25
ū-hè,有歲,25
ū-mn̂g,有毛,25
ū-phā,有泡,25
ū-íng,有湧,25
iú-uî,有為,25
iú-bû,有無,25
iú-hiông,有熊,25
iú-lí,有理,25
iú-iōng,有用,25
ū-īng,有用,25
iú-tiân,有田,25
ū-hûn,有痕,25
ū-ê,有的,25
iú-ik,有益,25
ū-puânn,有盤,25
iú-gán,有眼,25
ū-gán,有眼,25
ū-tio̍h,有着,25
ū-sîn,有神,25
iú-hok,有福,25
ū-hok,有福,25
ū-tshīng,有穿,25
iú-iân,有緣,25
iú-tsuē,有罪,25
ū-gī,有義,25
ū-nāi,有耐,25
ū-siànn,有聖,25
ū-siann,有聲,25
ū-bah,有肉,25
ū-the,有胎,25
ū-hue,有花,25
ū-hīng,有行,25
ū-beh,有要,25
ū-tiāu,有調,25
iú-tsâi,有財,25
ū-kuì,有貴,25
ū-siàu,有賬,25
iú-tshù,有趣,25
iú-lōo,有路,25
ū-lōo,有路,25
iú-kò,有過,25
iú-tsiân,有錢,25
ū-tsînn,有錢,25
ū-îng,有閒,25
iú-hiān,有限,25
ū-bīn,有面,25
ū-gia̍h,有額,25
ū-hong,有風,25
ū-tsia̍h,有食,25
iú-û,有餘,25
ū-hî,有魚,25
iú-siā,有麝,25
pîng-tóng,朋黨,25
ho̍k-tsè,服制,25
ho̍k-i̍k,服役,25
ho̍k-tsiông,服從,25
ho̍k-to̍k,服毒,25
ho̍k-tsuē,服罪,25
ho̍k-ing,服膺,25
ho̍k-io̍h,服藥,25
ho̍k-sik,服飾,25
sok-bōng,朔望,25
bāng-tang,望冬,25
bāng-táu,望斗,25
bāng-ge̍h,望月,25
bōng-gua̍t,望月,25
bāng-thâu,望頭,25
tiâu-tē,朝代,25
tiâu-lāi,朝內,25
tiâu-pak,朝北,25
tiâu-lâm,朝南,25
tiâu-kun,朝君,25
tiâu-bīng,朝命,25
tiau-si̍k,朝夕,25
tiâu-thian,朝天,25
tiâu-ui,朝威,25
tiâu-sím,朝審,25
tiâu-tuì,朝對,25
tiâu-bé,朝尾,25
tiâu-bō,朝帽,25
tiâu-khìng,朝慶,25
tiâu-pài,朝拜,25
tiâu-tsìng,朝政,25
tiâu-bua̍t,朝末,25
tiâu-tang,朝東,25
tiâu-pán,朝板,25
tiâu-tsu,朝珠,25
tiâu-phìng,朝聘,25
tiâu-sîn,朝臣,25
tiâu-i,朝衣,25
tiâu-kûn,朝裙,25
tiâu-sai,朝西,25
tiâu-kìnn,朝見,25
tiâu-kīn,朝覲,25
tiâu-gī,朝議,25
tiâu-kòng,朝貢,25
tiâu-hō,朝賀,25
tiâu-iá,朝野,25
tiau-iông,朝陽,25
tiau-bū,朝霧,25
tiau-lōo,朝露,25
tiâu-thâu,朝頭,25
tiau-tshan,朝餐,25
kî-tiânn,期呈,25
kî-tuann,期單,25
kî-ji̍t,期日,25
kî-ho̍k,期服,25
kî-muá,期滿,25
kî-phín,期稟,25
kî-bí,期米,25
kî-tsûn,期船,25
kî-siàu,期賬,25
kî-kan,期間,25
kî-hān,期限,25
kî-î,期頤,25
bo̍k-tsú,木主,25
bo̍k-á,木仔,25
bo̍k-ngóo,木偶,25
bo̍k-siōng,木像,25
ba̍k-tshiūnn,木匠,25
ba̍k-sai,木司,25
ba̍k-kang,木工,25
bo̍k-kang,木工,25
ba̍k-liāu,木料,25
bo̍k-liāu,木料,25
bo̍k-ha̍k,木斛,25
bo̍k-tshinn,木星,25
bo̍k-pún,木本,25
ba̍k-sa,木柵,25
ba̍k-tháng,木桶,25
bo̍k-kùn,木棍,25
bo̍k-kín,木槿,25
bo̍k-thuànn,木炭,25
bo̍k-suah,木煞,25
bo̍k-giû,木牛,25
bo̍k-se,木犀,25
bo̍k-kua,木瓜,25
bo̍k-tsio̍h,木石,25
bo̍k-pit,木筆,25
bo̍k-lôo,木羅,25
bo̍k-ní,木耳,25
bo̍k-liân,木蓮,25
ba̍k-sat,木蝨,25
bo̍k-tōo,木豆,25
bo̍k-tsi̍k,木賊,25
bo̍k-thong,木通,25
bo̍k-tūn,木遁,25
ba̍k-pê,木鈀,25
bo̍k-bûn,木門,25
ba̍k-hiunn,木香,25
bo̍k-má,木馬,25
bī-bián,未免,25
bī-iong,未央,25
bī-pit,未必,25
bē-sī,未是,25
bī-sî,未時,25
bī-tsîng,未曾,25
bī-ge̍h,未月,25
bī-muá,未滿,25
bī-huat,未發,25
bī-ti,未知,25
bī-kiàn,未見,25
bī-suī,未遂,25
bī-ú,未雨,25
bua̍t-sè,末世,25
bua̍t-sio̍k,末俗,25
bua̍t-kiap,末劫,25
bua̍t-kok,末國,25
bua̍t-ha̍k,末學,25
bua̍t-tsiòng,末將,25
bua̍t-bé,末尾,25
bua̍t-si̍k,末席,25
bua̍t-tiâu,末朝,25
bua̍h-bua̍h,末末,25
bua̍t-lōo,末路,25
pún-liáu,本了,25
pún-sū,本事,25
pún-guân,本元,25
pún-hūn,本分,25
pún-miâ,本名,25
pún-miā,本命,25
pún-kok,本國,25
pún-tuē,本地,25
pún-sìnn,本姓,25
pún-the̍h,本宅,25
pún-kuann,本官,25
pún-ka,本家,25
pún-ke,本家,25
pún-ku,本居,25
pún-nî,本年,25
pún-hú,本府,25
pún-thiann,本廳,25
pún-sim,本心,25
pún-sìng,本性,25
pún-ì,本意,25
pún-ài,本愛,25
pún-pâng,本房,25
pún-sóo,本所,25
pún-bûn,本文,25
pún-tso̍k,本族,25
pún-ji̍t,本日,25
pún-sī,本是,25
pún-tsô,本曹,25
pún-ge̍h,本月,25
pún-ū,本有,25
pún-tiâu,本朝,25
pún-bua̍t,本末,25
pún-àn,本案,25
pún-tsàn,本棧,25
pún-môo,本毛,25
pún-bô,本無,25
pún-jiân,本然,25
pún-iânn,本營,25
pún-siòng,本相,25
pún-siā,本社,25
pún-kho,本科,25
pún-tsi̍k,本籍,25
pún-kuāinn,本縣,25
pún-tsit,本職,25
pún-lîng,本能,25
pún-sik,本色,25
pún-tshó,本草,25
pún-tshinn,本菁,25
pún-sòo,本訴,25
pún-hiunn,本鄉,25
pún-gûn,本銀,25
pún-tsînn,本錢,25
pún-tíng,本頂,25
pún-thâu,本頭,25
tsu-kǹg,朱卷,25
tsu-tuann,朱單,25
tsu-tsú,朱子,25
tsu-lí,朱履,25
tsu-phue,朱批,25
tsu-tsu,朱朱,25
tsu-luân,朱欒,25
tsu-tshat,朱漆,25
tsu-hi,朱熹,25
tsu-kue,朱瓜,25
tsu-hīnn,朱硯,25
tsu-pi̍t,朱筆,25
tsu-âng,朱紅,25
tsu-ko,朱膏,25
tsu-sik,朱色,25
tsu-tsû,朱薯,25
tsu-jū,朱諭,25
tsu-iông,朱陽,25
tsu-gân,朱顏,25
tsu-lōo,朱鷺,25
hiú-huāi,朽壞,25
hiú-bo̍k,朽木,25
hiú-hiú,朽朽,25
hiú-nuā,朽爛,25
kuann-á,杆仔,25
sam-liâu,杉寮,25
sam-pâi,杉排,25
sam-liāu,杉料,25
sam-pang,杉枋,25
sam-tshâ,杉柴,25
sam-phê,杉皮,25
sam-koo,杉菇,25
sam-hâng,杉行,25
lí-á,李仔,25
hīng-tân,杏壇,25
hīng-gua̍t,杏月,25
hīng-muî,杏梅,25
hīng-hông,杏紅,25
hīng-hue,杏花,25
tsâi-bo̍k,材木,25
tshâi-bûn,材門,25
tshuan-hu,村夫,25
tshuan-ka,村家,25
tshng-hàn,村漢,25
tshuan-hàn,村漢,25
tshuan-lo̍k,村落,25
tiōng-hîng,杖刑,25
thiōng-tsuē,杖坐,25
thiōng-kî,杖期,25
thiōng-tsuē,杖罪,25
tōo-á,杜仔,25
tōo-tiōng,杜仲,25
tōo-tīng,杜定,25
tōo-khong,杜康,25
tōo-tsuān,杜撰,25
tōo-tshîng,杜松,25
tōo-tsua̍t,杜絕,25
tōo-ing,杜英,25
tōo-pi,杜蓖,25
tōo-buē,杜賣,25
tōo-kuan,杜鵑,25
kí-iu,杞憂,25
sok-sìn,束信,25
sok-uá,束倚,25
sok-khé,束啟,25
sok-siú,束手,25
hân-hân,束束,25
sok-sok,束束,25
sok-tshâ,束柴,25
sok-ân,束緊,25
sok-tê,束茶,25
sok-khòo,束褲,25
tsah-khòo,束褲,25
sok-sin,束身,25
sok-kim,束金,25
sok-huat,束髮,25
hâng-se,杭紗,25
hâng-tiû,杭綢,25
hâng-tsiok,杭芍,25
pue-puân,杯盤,25
tong-a,東亞,25
tong-tû,東儲,25
tang-hiùnn,東向,25
tong-kun,東君,25
tong-thán,東坦,25
tong-kuann,東官,25
tong-king,東宮,25
tong-kiong,東宮,25
tong-ka,東家,25
tang-ga̍k,東嶽,25
tong-ga̍k,東嶽,25
tong-tshông,東床,25
tang-pîng,東旁,25
tong-tong,東東,25
tong-îng,東瀛,25
tang-tiànn,東碇,25
tang-tshài,東菜,25
tong-se,東西,25
tong-si,東西,25
tong-tō,東道,25
tong-kok,東郭,25
tong-hiong,東鄉,25
tong-iá,東野,25
tang-mn̂g,東門,25
tong-bûn,東門,25
tong-hong,東閭,25
tong-iông,東陽,25
tang-bīn,東面,25
tang-hong,東風,25
siông-ngôo,松梧,25
siông-ka,松膠,25
sông-ka,松膠,25
siông-jiông,松茸,25
siông-koo,松菇,25
siông-lô,松蘿,25
siông-hong,松風,25
siông-hiong,松香,25
pán-sann,板三,25
pán-jī,板二,25
pán-gōo,板五,25
pán-to,板刀,25
pán-ìn,板印,25
pán-tiàm,板店,25
pán-pán,板板,25
pán-liâu,板條,25
pán-í,板椅,25
pán-tshng,板瘡,25
pán-lâ,板膋,25
pán-kim,板金,25
pî-pâ,枇杷,25
óng-tuān,枉斷,25
óng-sí,枉死,25
óng-kà,枉駕,25
pang-tshù,枋厝,25
pang-tóo,枋堵,25
pang-piah,枋壁,25
pang-liāu,枋料,25
pang-pînn,枋棚,25
pang-tshiûnn,枋牆,25
pang-phê,枋皮,25
pang-phāng,枋縫,25
pang-thâu,枋頭,25
tsím-thò,枕套,25
tsím-bo̍k,枕木,25
tsím-tsu,枕疽,25
tsím-kut,枕骨,25
nâ-pua̍t,林拔,25
nâ-pu̍t,林拔,25
lîm-gia̍p,林業,25
lîm-khîm,林檎,25
nâ-pôo,林苞,25
kó-hē,果係,25
ké-phín,果品,25
kó-phín,果品,25
kó-pò,果報,25
ké-tsí,果子,25
kó-kám,果敢,25
kó-tuàn,果斷,25
kó-jiân,果然,25
kó-tsin,果真,25
ké-hio̍h,果葉,25
ki-á,枝仔,25
ki-sè,枝勢,25
ki-bé,枝尾,25
tsi-tsiat,枝節,25
ki-hio̍h,枝葉,25
ki-lân,枝蘭,25
ki-kut,枝骨,25
koo-tsínn,枯井,25
koo-tsiâu,枯憔,25
koo-bo̍k,枯木,25
kua-kua,枯枯,25
poo-poo,枯枯,25
kua-tsiann,枯正,25
kua-siap,枯澀,25
koo-tâ,枯焦,25
koo-sò,枯燥,25
kua-sò,枯燥,25
kua-ngī,枯硬,25
koo-huân,枯礬,25
kua-sau,枯脆,25
koo-kut,枯骨,25
tsí-si̍t,枳實,25
tsí-koo,枳枯,25
tsí-khak,枳殼,25
kè-pang,架枋,25
khè-khè,架架,25
kè-tshâ,架柴,25
khè-kha,架腳,25
kê-tshiú,枷手,25
ka-tann,枷擔,25
kê-tiâu,枷條,25
kê-huān,枷犯,25
kê-iû,枷由,25
ka-tshia,枷車,25
ka-lak,枷轆,25
kóo-kó,枸果,25
kóo-kiat,枸橘,25
pik-lîm,柏林,25
pik-tshiū,柏樹,25
bóo-lâng,某人,25
bóo-bóo,某某,25
bóo-mih,某麼,25
kam-the̍h,柑宅,25
kam-bé,柑尾,25
kam-hu̍t,柑核,25
kam-kiat,柑橘,25
kam-pān,柑瓣,25
kam-phê,柑皮,25
kam-kha,柑腳,25
kam-bi̍t,柑蜜,25
kam-piánn,柑餅,25
kam-n̂g,柑黃,25
tshit-tsa̍p,柒拾,25
jiám-tiâu,染住,25
ní-kang,染工,25
ní-pòo,染布,25
ní-tué,染底,25
ní-pâng,染房,25
jiám-tsí,染指,25
ní-liāu,染料,25
bak-bak,染染,25
bak-tak,染濁,25
ní-oo,染烏,25
ní-âng,染紅,25
ní-kng,染缸,25
jiám-sik,染色,25
ní-sik,染色,25
ní-kau,染郊,25
jiû-i,柔伊,25
jiû-jio̍k,柔弱,25
jiû-sìng,柔性,25
jiû-tsiúnn,柔槳,25
jiû-môo,柔毛,25
jiû-huat,柔法,25
jiû-su̍t,柔術,25
jiû-luán,柔軟,25
jiû-tō,柔道,25
jiû-sūn,柔順,25
kah-kah,柙柙,25
kho̍k-jí,柝子,25
khok-khok,柝柝,25
kho̍k-kho̍k,柝柝,25
kho̍k-thuî,柝槌,25
kho̍k-thâu,柝頭,25
tshâ-tshut,查出,25
tsa-khàm,查勘,25
tsa-būn,查問,25
tsa-mn̄g,查問,25
tshâ-iā,查夜,25
tsa-tīng,查定,25
tsa-tshat,查察,25
tshâ-si̍t,查實,25
tsa-sím,查審,25
tsa-sîm,查尋,25
tsa-siu,查收,25
tsa-bîng,查明,25
tsa-tshâ,查查,25
tsa-hi̍k,查核,25
tshâ-àn,查案,25
tsa-kiám,查檢,25
ta-poo,查甫,25
tshâ-khuànn,查看,25
tshâ-tsin,查真,25
tshâ-tsai,查知,25
tsa-kiù,查究,25
tshâ-khó,查考,25
tshâ-kue,查街,25
tsa-hóng,查訪,25
tsa-sûn,查詢,25
tsa-tsìng,查證,25
tshâ-siàu,查賬,25
tsa-iat,查閱,25
tsa-giām,查驗,25
kho-thôo,柯土,25
kua-thôo,柯土,25
kho-tshiū,柯樹,25
kho-si,柯絲,25
thiāu-tú,柱抵,25
thiāu-tsik,柱燭,25
thiāu-tsu,柱珠,25
thiāu-puânn,柱盤,25
thiāu-liân,柱聯,25
thiāu-kha,柱腳,25
thiāu-tsû,柱薯,25
thiāu-sin,柱身,25
thiāu-thâu,柱頭,25
thiāu-lîng,柱龍,25
liú-kiàm,柳劍,25
liú-tsiam,柳尖,25
liú-tsiu,柳州,25
liú-ki,柳枝,25
liú-tiâu,柳條,25
liú-tshiū,柳樹,25
liú-hû,柳符,25
liú-pit,柳筆,25
liú-li̍k,柳綠,25
tshâ-lâng,柴人,25
tshâ-siōng,柴像,25
tshâ-to,柴刀,25
tshâ-bī,柴味,25
tshâ-hng,柴坊,25
tshâ-thah,柴塔,25
tshâ-kah,柴夾,25
tshâ-liâu,柴寮,25
tshâ-suann,柴山,25
tshâ-kang,柴工,25
tshâ-iù,柴幼,25
tshâ-phí,柴庀,25
tshâ-sim,柴心,25
tshâ-pé,柴把,25
tshâ-pâi,柴排,25
tshâ-tsinn,柴掙,25
tshâ-tann,柴擔,25
tshâ-liāu,柴料,25
tshâ-pîng,柴旁,25
tshâ-pán,柴板,25
tshâ-kho̍k,柴柝,25
tshâ-thiāu,柴柱,25
tshâ-tshâ,柴柴,25
tshâ-kùn,柴棍,25
tshâ-kiô,柴橋,25
tshâ-suāinn,柴檨,25
tshâ-kuī,柴櫃,25
tshâ-tsuí,柴水,25
tshâ-hé,柴火,25
tshâ-tsau,柴焦,25
tshâ-tshiûnn,柴牆,25
tshâ-phìnn,柴片,25
tshâ-pâi,柴牌,25
tshâ-gê,柴牙,25
tshâ-kiû,柴球,25
tshâ-hia,柴瓠,25
tshâ-phiô,柴瓢,25
tshâ-kah,柴甲,25
tshâ-hûn,柴痕,25
tshâ-phê,柴皮,25
tshâ-a̍p,柴盒,25
tshâ-puânn,柴盤,25
tshâ-ba̍k,柴目,25
tshâ-gán,柴眼,25
tshâ-tiam,柴砧,25
tshâ-tshuì,柴碎,25
tshâ-uánn,柴碗,25
tshâ-khoo,柴箍,25
tshâ-siunn,柴箱,25
tshâ-tiû,柴籌,25
tshâ-bí,柴米,25
tshâ-bûn,柴紋,25
tshâ-pê,柴耙,25
tshâ-kuann,柴肝,25
tshâ-hue,柴花,25
tshâ-tsháu,柴草,25
tshâ-koo,柴菇,25
tshâ-tsio,柴蕉,25
tshâ-tsit,柴質,25
tshâ-tshia,柴車,25
tshâ-kiō,柴轎,25
tshâ-kau,柴鉤,25
tshâ-kueh,柴鍥,25
tshâ-mn̂g,柴門,25
tshâ-sng,柴閂,25
tshâ-thâu,柴頭,25
tshâ-bé,柴馬,25
tshâ-tshiu,柴鬚,25
tshâ-hî,柴魚,25
tsheh-pîn,柵屏,25
sa-lân,柵欄,25
tsheh-nuâ,柵欄,25
khī-kuann,柿干,25
khī-tsiap,柿汁,25
khī-kôo,柿糊,25
khī-ko,柿膏,25
khī-tì,柿蒂,25
khī-tsî,柿薯,25
khī-song,柿霜,25
khī-piánn,柿餅,25
sng-á,栓仔,25
sng-sng,栓栓,25
hāu-tsú,校主,25
kàu-liáu,校了,25
hāu-tsik,校則,25
kau-la̍t,校力,25
kàu-ha̍p,校合,25
kàu-su,校書,25
kàu-tsiànn,校正,25
hāu-sià,校舍,25
kàu-tìng,校訂,25
hāu-huì,校費,25
kàu-iat,校閱,25
hāu-hong,校風,25
tu-tsú,株主,25
tu-kǹg,株券,25
khó-phî,栲皮,25
kun-tué,根底,25
kun-kun,根根,25
kun-bú,根母,25
kun-tī,根治,25
kun-iû,根由,25
kun-tsat,根節,25
kun-tì,根蒂,25
kun-kù,根鋸,25
kun-jūn,根韌,25
kun-thâu,根頭,25
kik-á,格仔,25
kik-khám,格坎,25
kik-guā,格外,25
keh-tshioh,格尺,25
kik-sik,格式,25
keh-tshiú,格手,25
kik-tì,格智,25
keh-keh,格格,25
kik-kik,格格,25
kik-sí,格死,25
kik-bu̍t,格物,25
kik-lí,格理,25
keh-kinn,格經,25
kik-giân,格言,25
keh-king,格間,25
tsai-ng,栽秧,25
tsai-tsìng,栽種,25
tsai-hue,栽花,25
kuì-uân,桂圓,25
kuì-tsú,桂子,25
kuì-ge̍h,桂月,25
kuì-lîm,桂林,25
kuì-ki,桂枝,25
kuì-phê,桂皮,25
kuì-tik,桂竹,25
kuì-hue,桂花,25
thô-jîn,桃仁,25
thô-gua̍t,桃月,25
thô-lí,桃李,25
thô-tik,桃竹,25
thô-hû,桃符,25
thô-âng,桃紅,25
thô-hue,桃花,25
thô-soo,桃酥,25
kong-lông,桄榔,25
uî-bé,桅尾,25
uî-tú,桅抵,25
khing-khak,框殼,25
àn-kiânn,案件,25
àn-nāi,案內,25
àn-tsîng,案前,25
àn-tué,案底,25
uànn-toh,案桌,25
àn-toh,案桌,25
àn-to̍k,案牘,25
àn-iû,案由,25
toh-á,桌仔,25
toh-khing,桌匡,25
toh-kînn,桌墘,25
toh-thuah,桌屜,25
toh-kun,桌巾,25
toh-pòo,桌布,25
toh-uî,桌帷,25
toh-sàu,桌掃,25
toh-pîng,桌旁,25
toh-kuainn,桌杆,25
toh-kuī,桌櫃,25
toh-tàu,桌罩,25
toh-kha,桌腳,25
toh-tshài,桌菜,25
toh-khàm,桌蓋,25
toh-kûn,桌裙,25
toh-pinn,桌邊,25
toh-bīn,桌面,25
toh-tíng,桌頂,25
toh-thâu,桌頭,25
thâng-tsí,桐子,25
tông-ge̍h,桐月,25
thâng-thn̄g,桐杖,25
tông-iū,桐柚,25
tông-tshiū,桐樹,25
thâng-iû,桐油,25
thâng-he,桐灰,25
song-khiu,桑丘,25
sng-hn̂g,桑園,25
song-suî,桑垂,25
sng-tsâi,桑材,25
sng-m̂,桑梅,25
song-jû,桑榆,25
sng-tshiū,桑樹,25
song-tiân,桑田,25
song-pi̍k,桑白,25
sng-suî,桑葚,25
song-khiu,桑鳩,25
kiat-kīng,桔梗,25
kìnn-á,桱仔,25
tháng-thak,桶剔,25
tháng-tshiūnn,桶匠,25
tháng-tué,桶底,25
tháng-tînn,桶掟,25
tháng-tīnn,桶掟,25
tháng-pang,桶枋,25
tháng-pìnn,桶柄,25
tháng-kam,桶柑,25
tháng-thui,桶梯,25
tháng-niû,桶樑,25
tháng-ting,桶燈,25
tháng-tshiûnn,桶牆,25
tháng-hia,桶瓠,25
tháng-puânn,桶盤,25
tháng-pūn,桶笨,25
tháng-khoo,桶箍,25
tháng-bi̍h,桶篾,25
tháng-siann,桶聲,25
tháng-kuà,桶蓋,25
tháng-hóo,桶虎,25
tháng-tsiú,桶酒,25
tháng-khiâm,桶鉗,25
tháng-hia,桶靴,25
kak-á,桷仔,25
liông-khiu,梁丘,25
niû-suann,梁山,25
liông-iû,梁由,25
liông-û,梁餘,25
muî-ge̍h,梅月,25
muî-to̍k,梅毒,25
muî-tshng,梅瘡,25
muî-hue,梅花,25
muî-ú,梅雨,25
pang-tsú,梆子,25
khàu-khàu,梏梏,25
khok-thuî,梏槌,25
tsú-sīn,梓慎,25
tsú-tshiū,梓樹,25
tsú-lí,梓里,25
tsi-tsú,梔子,25
kīng-sik,梗塞,25
kīng-tsuá,梗紙,25
kīng-iông,梗陽,25
khiō-sui,梘嘴,25
tiâu-á,條仔,25
tiâu-lē,條例,25
liâu-tshâ,條柴,25
liâu-liâu,條條,25
tiâu-khuán,條款,25
tiâu-tuānn,條段,25
liâu-tsuí,條水,25
liâu-khue,條溪,25
tiâu-ba̍k,條目,25
tiâu-iok,條約,25
liâu-tsuá,條紙,25
tiâu-si,條絲,25
tiâu-kui,條規,25
tiâu-kài,條誡,25
liâu-kù,條鋸,25
hiau-siú,梟首,25
sau-pô,梢婆,25
gôo-tông,梧桐,25
lê-uân,梨園,25
thui-á,梯仔,25
thui-tsí,梯子,25
thui-huānn,梯按,25
thui-khat,梯級,25
hāi-tòo,械鬥,25
sue-tsng,梳妝,25
sue-sue,梳梳,25
sue-thâu,梳頭,25
sue-khí,梳齒,25
khì-sè,棄世,25
khì-jîn,棄人,25
khì-jû,棄儒,25
khì-khioh,棄卻,25
khì-miā,棄命,25
khì-tshe,棄妻,25
khì-bu̍t,棄物,25
khì-tiànn,棄碇,25
mî-hue,棉花,25
mî-phē,棉被,25
kî-sian,棋仙,25
kî-tsí,棋子,25
kî-kio̍k,棋局,25
kî-su,棋師,25
kî-puânn,棋盤,25
kî-phóo,棋譜,25
kî-tshia,棋車,25
kùn-tôo,棍徒,25
kùn-tháng,棍桶,25
kùn-kùn,棍棍,25
kùn-thuî,棍槌,25
tsang-kia̍h,棕屐,25
tsang-sàu,棕掃,25
tsang-tshiū,棕樹,25
tsang-láng,棕籠,25
tsang-soh,棕索,25
tsang-si,棕絲,25
tsang-sik,棕色,25
tsang-hio̍h,棕葉,25
tsang-tsiàn,棕薦,25
tsang-kut,棕骨,25
tsó-á,棗仔,25
tsó-nî,棗呢,25
tsó-kuan,棗干,25
tsó-âng,棗紅,25
tsó-hú,棗脯,25
tsó-sik,棗色,25
pînn-á,棚仔,25
pînn-pang,棚枋,25
pînn-í,棚椅,25
pînn-kha,棚腳,25
tàng-á,棟仔,25
tiòng-liông,棟樑,25
tòng-liông,棟樑,25
tòng-hue,棟花,25
tàng-lōo,棟路,25
tông-khe,棠谿,25
tông-thē,棠隸,25
tông-ing,棠鷹,25
tsàn-tsú,棧主,25
tsàn-liâu,棧寮,25
tsàn-pâng,棧房,25
tshián-tshián,棧棧,25
tsàn-kiô,棧橋,25
tsàn-pan,棧班,25
tshián-khuànn,棧看,25
tsàn-sè,棧稅,25
tsàn-tō,棧道,25
tsàn-king,棧間,25
tsàn-tuī,棧隊,25
sim-giâm,森嚴,25
kuan-bo̍k,棺木,25
kuan-kiū,棺柩,25
kuan-í,棺椅,25
kuan-kǹg,棺槓,25
kuan-suah,棺煞,25
kuan-khut,棺窟,25
kuan-tà,棺罩,25
í-uī,椅位,25
í-tiām,椅墊,25
í-phi,椅披,25
í-the,椅撐,25
í-kuainn,椅杆,25
í-pán,椅板,25
í-kê,椅枷,25
í-toh,椅桌,25
í-pē,椅背,25
í-kha,椅腳,25
í-jio̍k,椅褥,25
í-kiō,椅轎,25
í-bīn,椅面,25
í-thâu,椅頭,25
tiâu-á,椆仔,25
tsui-tsí,椎子,25
tsui-tshiū,椎樹,25
tsio-liāu,椒料,25
tsiau-pông,椒旁,25
phòng-kam,椪柑,25
phòng-kiat,椪橘,25
iâ-á,椰仔,25
iâ-tshiū,椰樹,25
iâ-khak,椰殼,25
iâ-iû,椰油,25
iâ-phiô,椰瓢,25
iâ-phê,椰皮,25
iâ-uánn,椰碗,25
iâ-bah,椰肉,25
iâ-tsiú,椰酒,25
iân-iân,椽椽,25
thun-tshiū,椿樹,25
thun-gê,椿芽,25
iâng-kong,楊公,25
iông-liú,楊柳,25
iûnn-tô,楊桃,25
iông-muî,楊梅,25
iûnn-hiong,楊香,25
iûnn-muâ,楊麻,25
puinn-ling,楓乳,25
png-thâng,楓蟲,25
tshóo-kuán,楚館,25
bî-lî,楣簾,25
hùn-tōng,楥動,25
hùn-hùn,楥楥,25
hùn-lâng,楥膿,25
hùn-ê,楥鞋,25
hùn-thâu,楥頭,25
gia̍p-tsú,業主,25
gia̍p-lâng,業人,25
gia̍p-kè,業價,25
gia̍p-tué,業底,25
gia̍p-hōo,業戶,25
gia̍p-sán,業產,25
gia̍p-siòng,業相,25
ki̍k-hā,極下,25
ki̍k-táu,極倒,25
ki̍k-hiâu,極僥,25
ki̍k-kî,極其,25
ki̍k-tàng,極凍,25
ki̍k-li̍k,極力,25
ki̍k-phok,極博,25
ki̍k-kiat,極吉,25
ki̍k-phín,極品,25
ki̍k-khám,極坎,25
ki̍k-hó,極好,25
ki̍k-khang,極孔,25
ki̍k-tōo,極度,25
ki̍k-ok,極惡,25
