hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone
海口,hái-kháu,12,hái-kháu,hai2khau2,hai2khau2,haikhau,haikhau
海岸地區,hái-gān-tē-khu,12,hái-gān-tē-khu,hai2gan7te7khu1,hai2gan7te7khu1,haigantekhu,haigantekhu
海岸地區,hái-huānn-tē-khu,12,hái-hōaⁿ-tē-khu,hai2huann7te7khu1,hai2hoann7te7khu1,haihuanntekhu,haihoanntekhu
海岸地形,hái-gān-tē-hîng,12,hái-gān-tē-hêng,hai2gan7te7hing5,hai2gan7te7heng5,haigantehing,haiganteheng
海岸地形,hái-huānn-tē-hîng,12,hái-hōaⁿ-tē-hêng,hai2huann7te7hing5,hai2hoann7te7heng5,haihuanntehing,haihoannteheng
海岸山脈,hái-gān-suann-me̍h,12,hái-gān-soaⁿ-me̍h,hai2gan7suann1meh8,hai2gan7soann1meh8,haigansuannmeh,haigansoannmeh
海岸山脈,hái-huānn-suann-me̍h,12,hái-hōaⁿ-soaⁿ-me̍h,hai2huann7suann1meh8,hai2hoann7soann1meh8,haihuannsuannmeh,haihoannsoannmeh
海底溫泉,hái-té-un-tsuânn,12,hái-té-un-chôaⁿ,hai2te2un1tsuann5,hai2te2un1choann5,haiteuntsuann,haiteunchoann
海底火山,hái-té-hué-suann,12,hái-té-hóe-soaⁿ,hai2te2hue2suann1,hai2te2hoe2soann1,haitehuesuann,haitehoesoann
海拔懸度,hái-pua̍t-kuân-tōo,12,hái-poa̍t-koân-tō͘,hai2puat8kuan5too7,hai2poat8koan5too7,haipuatkuantoo,haipoatkoantoo
海洋資源,hái-iûnn-tsu-guân,12,hái-iûⁿ-chu-goân,hai2iunn5tsu1guan5,hai2iunn5chu1goan5,haiiunntsuguan,haiiunnchugoan
海蝕平台,hái-si̍t-pênn-tâi,12,hái-si̍t-pêⁿ-tâi,hai2sit8penn5tai5,hai2sit8penn5tai5,haisitpenntai,haisitpenntai
消化器官,siau-huà-khì-kuan,12,siau-hòa-khì-koan,siau1hua3khi3kuan1,siau1hoa3khi3koan1,siauhuakhikuan,siauhoakhikoan
消費權益,siau-huì-khuân-ik,12,siau-hùi-khoân-ek,siau1hui3khuan5ik4,siau1hui3khoan5ek4,siauhuikhuanik,siauhuikhoanek
消費權益,siau-huì-kuân-ik,12,siau-hùi-koân-ek,siau1hui3kuan5ik4,siau1hui3koan5ek4,siauhuikuanik,siauhuikoanek
消費行為,siau-huì-hîng-uî,12,siau-hùi-hêng-ûi,siau1hui3hing5ui5,siau1hui3heng5ui5,siauhuihingui,siauhuihengui
混合計算,hūn-ha̍p-kè-sǹg,12,hūn-ha̍p-kè-sǹg,hun7hap8ke3sng3,hun7hap8ke3sng3,hunhapkesng,hunhapkesng
清朝時期,tshing-tiâu-sî-kî,12,chheng-tiâu-sî-kî,tshing1tiau5si5ki5,chheng1tiau5si5ki5,tshingtiausiki,chhengtiausiki
清水斷崖,tshing-tsuí-tuān-gâi,12,chheng-chúi-toān-gâi,tshing1tsui2tuan7gai5,chheng1chui2toan7gai5,tshingtsuituangai,chhengchuitoangai
清法戰爭,tshing-huat-tsiàn-tsing,12,chheng-hoat-chiàn-cheng,tshing1huat4tsian3tsing1,chheng1hoat4chian3cheng1,tshinghuattsiantsing,chhenghoatchiancheng
減法估算,kiám-huat-kóo-sǹg,12,kiám-hoat-kó͘-sǹg,kiam2huat4koo2sng3,kiam2hoat4koo2sng3,kiamhuatkoosng,kiamhoatkoosng
減法算式,kiám-huat-sǹg-sik,12,kiám-hoat-sǹg-sek,kiam2huat4sng3sik4,kiam2hoat4sng3sek4,kiamhuatsngsik,kiamhoatsngsek
減法計算,kiám-huat-kè-sǹg,12,kiám-hoat-kè-sǹg,kiam2huat4ke3sng3,kiam2hoat4ke3sng3,kiamhuatkesng,kiamhoatkesng
渡海來臺,tōo-hái-lâi-tâi,12,tō͘-hái-lâi-tâi,too7hai2lai5tai5,too7hai2lai5tai5,toohailaitai,toohailaitai
渡臺禁令,tōo-tâi-kìm-līng,12,tō͘-tâi-kìm-lēng,too7tai5kim3ling7,too7tai5kim3leng7,tootaikimling,tootaikimleng
溫室氣體,un-sik-khì-thé,12,un-sek-khì-thé,un1sik4khi3the2,un1sek4khi3the2,unsikkhithe,unsekkhithe
溶解現象,iông-kái-hiān-siōng,12,iông-kái-hiān-siōng,iong5kai2hian7siong7,iong5kai2hian7siong7,iongkaihiansiong,iongkaihiansiong
漢番界碑,hàn-huan-kài-pi,12,hàn-hoan-kài-pi,han3huan1kai3pi1,han3hoan1kai3pi1,hanhuankaipi,hanhoankaipi
澎湖群島,phînn-ôo-kûn-tó,12,phîⁿ-ô͘-kûn-tó,phinn5oo5kun5to2,phinn5oo5kun5to2,phinnookunto,phinnookunto
濫糝開墾,lām-sám-khai-khún,12,lām-sám-khai-khún,lam7sam2khai1khun2,lam7sam2khai1khun2,lamsamkhaikhun,lamsamkhaikhun
濫色效果,lām-sik-hāu-kó,12,lām-sek-hāu-kó,lam7sik4hau7ko2,lam7sek4hau7ko2,lamsikhauko,lamsekhauko
火力發電,hué-li̍k-huat-tiān,12,hóe-le̍k-hoat-tiān,hue2lik8huat4tian7,hoe2lek8hoat4tian7,huelikhuattian,hoelekhoattian
無線電波,bô-suànn-tiān-pho,12,bô-sòaⁿ-tiān-pho,bo5suann3tian7pho1,bo5soann3tian7pho1,bosuanntianpho,bosoanntianpho
熱帶氣候,jia̍t-tài-khì-hāu,12,jia̍t-tài-khì-hāu,jiat8tai3khi3hau7,jiat8tai3khi3hau7,jiattaikhihau,jiattaikhihau
熱帶雨林,jia̍t-tài-ú-lîm,12,jia̍t-tài-ú-lîm,jiat8tai3u2lim5,jiat8tai3u2lim5,jiattaiulim,jiattaiulim
熱脹冷縮,jia̍t-tiòng-líng-siok,12,jia̍t-tiòng-léng-siok,jiat8tiong3ling2siok4,jiat8tiong3leng2siok4,jiattionglingsiok,jiattionglengsiok
熱脹冷縮,jia̍t-tiòng-líng-sok,12,jia̍t-tiòng-léng-sok,jiat8tiong3ling2sok4,jiat8tiong3leng2sok4,jiattionglingsok,jiattionglengsok
燈籃仔花,ting-nâ-á-hue,12,teng-nâ-á-hoe,ting1na5a2hue1,teng1na5a2hoe1,tingnaahue,tengnaahoe
營養繁殖,îng-ióng-huân-si̍t,12,êng-ióng-hoân-si̍t,ing5iong2huan5sit8,eng5iong2hoan5sit8,ingionghuansit,engionghoansit
物流中心,bu̍t-liû-tiong-sim,12,bu̍t-liû-tiong-sim,but8liu5tiong1sim1,but8liu5tiong1sim1,butliutiongsim,butliutiongsim
特色產業,ti̍k-sik-sán-gia̍p,12,te̍k-sek-sán-gia̍p,tik8sik4san2giap8,tek8sek4san2giap8,tiksiksangiap,tekseksangiap
狗齒仔組,káu-khí-á-tsoo,12,káu-khí-á-cho͘,kau2khi2a2tsoo1,kau2khi2a2choo1,kaukhiatsoo,kaukhiachoo
玉山主峰,gio̍k-san-tsú-hong,12,gio̍k-san-chú-hong,giok8san1tsu2hong1,giok8san1chu2hong1,gioksantsuhong,gioksanchuhong
玉山主峰,gio̍k-suann-tsú-hong,12,gio̍k-soaⁿ-chú-hong,giok8suann1tsu2hong1,giok8soann1chu2hong1,gioksuanntsuhong,gioksoannchuhong
玉山山脈,gio̍k-san-suann-be̍h,12,gio̍k-san-soaⁿ-be̍h,giok8san1suann1beh8,giok8san1soann1beh8,gioksansuannbeh,gioksansoannbeh
玉山山脈,gio̍k-san-suann-me̍h,12,gio̍k-san-soaⁿ-me̍h,giok8san1suann1meh8,giok8san1soann1meh8,gioksansuannmeh,gioksansoannmeh
玉山山脈,gio̍k-suann-suann-be̍h,12,gio̍k-soaⁿ-soaⁿ-be̍h,giok8suann1suann1beh8,giok8soann1soann1beh8,gioksuannsuannbeh,gioksoannsoannbeh
玉山山脈,gio̍k-suann-suann-me̍h,12,gio̍k-soaⁿ-soaⁿ-me̍h,giok8suann1suann1meh8,giok8soann1soann1meh8,gioksuannsuannmeh,gioksoannsoannmeh
玻片樣本,po-phìnn-iūnn-pún,12,po-phìⁿ-iūⁿ-pún,po1phinn3iunn7pun2,po1phinn3iunn7pun2,pophinniunnpun,pophinniunnpun
玻璃棍仔,po-lê-kùn-á,12,po-lê-kùn-á,po1le5kun3a2,po1le5kun3a2,polekuna,polekuna
珊瑚礁島,suan-lôo-ta-tó,12,soan-lô͘-ta-tó,suan1loo5ta1to2,soan1loo5ta1to2,suanlootato,soanlootato
珊瑚礁島,suan-ôo-ta-tó,12,soan-ô͘-ta-tó,suan1oo5ta1to2,soan1oo5ta1to2,suanootato,soanootato
班級公約,pan-kip-kong-iok,12,pan-kip-kong-iok,pan1kip4kong1iok4,pan1kip4kong1iok4,pankipkongiok,pankipkongiok
班級幹部,pan-kip-kàn-pōo,12,pan-kip-kàn-pō͘,pan1kip4kan3poo7,pan1kip4kan3poo7,pankipkanpoo,pankipkanpoo
班級自治,pan-kip-tsū-tī,12,pan-kip-chū-tī,pan1kip4tsu7ti7,pan1kip4chu7ti7,pankiptsuti,pankipchuti
球類運動,kiû-luī-ūn-tōng,12,kiû-lūi-ūn-tōng,kiu5lui7un7tong7,kiu5lui7un7tong7,kiuluiuntong,kiuluiuntong
環保人士,huân-pó-jîn-sū,12,hoân-pó-jîn-sū,huan5po2jin5su7,hoan5po2jin5su7,huanpojinsu,hoanpojinsu
環保人士,khuân-pó-jîn-sū,12,khoân-pó-jîn-sū,khuan5po2jin5su7,khoan5po2jin5su7,khuanpojinsu,khoanpojinsu
環保行動,huân-pó-hîng-tōng,12,hoân-pó-hêng-tōng,huan5po2hing5tong7,hoan5po2heng5tong7,huanpohingtong,hoanpohengtong
環保行動,khuân-pó-hîng-tōng,12,khoân-pó-hêng-tōng,khuan5po2hing5tong7,khoan5po2heng5tong7,khuanpohingtong,khoanpohengtong
環境汙染,khuân-kíng-u-jiám,12,khoân-kéng-u-jiám,khuan5king2u1jiam2,khoan5keng2u1jiam2,khuankingujiam,khoankengujiam
環境汙染,khuân-kíng-ù-jiám,12,khoân-kéng-ù-jiám,khuan5king2u3jiam2,khoan5keng2u3jiam2,khuankingujiam,khoankengujiam
瓷仔藝家,huî-á-gē-ka,12,hûi-á-gē-ka,hui5a2ge7ka1,hui5a2ge7ka1,huiageka,huiageka
生態保育,sing-thài-pó-io̍k,12,seng-thài-pó-io̍k,sing1thai3po2iok8,seng1thai3po2iok8,singthaipoiok,sengthaipoiok
生態環境,sing-thài-khuân-kíng,12,seng-thài-khoân-kéng,sing1thai3khuan5king2,seng1thai3khoan5keng2,singthaikhuanking,sengthaikhoankeng
生態資源,sing-thài-tsu-guân,12,seng-thài-chu-goân,sing1thai3tsu1guan5,seng1thai3chu1goan5,singthaitsuguan,sengthaichugoan
生殖器官,sing-si̍t-khì-kuan,12,seng-si̍t-khì-koan,sing1sit8khi3kuan1,seng1sit8khi3koan1,singsitkhikuan,sengsitkhikoan
生殖系統,sing-si̍t-hē-thóng,12,seng-si̍t-hē-thóng,sing1sit8he7thong2,seng1sit8he7thong2,singsithethong,sengsithethong
生活公約,sing-ua̍h-kong-iok,12,seng-oa̍h-kong-iok,sing1uah8kong1iok4,seng1oah8kong1iok4,singuahkongiok,sengoahkongiok
生活器物,sing-ua̍h-khì-bu̍t,12,seng-oa̍h-khì-bu̍t,sing1uah8khi3but8,seng1oah8khi3but8,singuahkhibut,sengoahkhibut
生活方式,sing-ua̍h-hong-sik,12,seng-oa̍h-hong-sek,sing1uah8hong1sik4,seng1oah8hong1sek4,singuahhongsik,sengoahhongsek
生物科技,sing-bu̍t-kho-ki,12,seng-bu̍t-kho-ki,sing1but8kho1ki1,seng1but8kho1ki1,singbutkhoki,sengbutkhoki
生物資源,sing-bu̍t-tsu-guân,12,seng-bu̍t-chu-goân,sing1but8tsu1guan5,seng1but8chu1goan5,singbuttsuguan,sengbutchugoan
生長激素,sing-tióng-kik-sòo,12,seng-tióng-kek-sò͘,sing1tiong2kik4soo3,seng1tiong2kek4soo3,singtiongkiksoo,sengtiongkeksoo
產地履歷,sán-tē-lí-li̍k,12,sán-tē-lí-le̍k,san2te7li2lik8,san2te7li2lek8,santelilik,santelilek
產業類別,sán-gia̍p-luī-pia̍t,12,sán-gia̍p-lūi-pia̍t,san2giap8lui7piat8,san2giap8lui7piat8,sangiapluipiat,sangiapluipiat
用字遣詞,iōng-jī-khián-sû,12,iōng-jī-khián-sû,iong7ji7khian2su5,iong7ji7khian2su5,iongjikhiansu,iongjikhiansu
田水雞泅,tshân-tsuí-ke-siû,12,chhân-chúi-ke-siû,tshan5tsui2ke1siu5,chhan5chui2ke1siu5,tshantsuikesiu,chhanchuikesiu
甲午戰爭,kah-gōo-tsiàn-tsing,12,kah-gō͘-chiàn-cheng,kah4goo7tsian3tsing1,kah4goo7chian3cheng1,kahgootsiantsing,kahgoochiancheng
甲午戰爭,kah-ngóo-tsiàn-tsing,12,kah-ngó͘-chiàn-cheng,kah4ngoo2tsian3tsing1,kah4ngoo2chian3cheng1,kahngootsiantsing,kahngoochiancheng
留言字條,liû-giân-jī-tiâu,12,liû-giân-jī-tiâu,liu5gian5ji7tiau5,liu5gian5ji7tiau5,liugianjitiau,liugianjitiau
畢業典禮,pit-gia̍p-tián-lé,12,pit-gia̍p-tián-lé,pit4giap8tian2le2,pit4giap8tian2le2,pitgiaptianle,pitgiaptianle
畫面寸尺,uē-bīn-tshùn-tshioh,12,ōe-bīn-chhùn-chhioh,ue7bin7tshun3tshioh4,oe7bin7chhun3chhioh4,uebintshuntshioh,oebinchhunchhioh
異味怪味,ī-bī-kuài-bī,12,ī-bī-koài-bī,i7bi7kuai3bi7,i7bi7koai3bi7,ibikuaibi,ibikoaibi
異國文化,ī-kok-bûn-huà,12,ī-kok-bûn-hòa,i7kok4bun5hua3,i7kok4bun5hoa3,ikokbunhua,ikokbunhoa
異極相吸,ī-ki̍k-sio-khip,12,ī-ke̍k-sio-khip,i7kik8sio1khip4,i7kek8sio1khip4,ikiksiokhip,ikeksiokhip
發揮創意,huat-hui-tshòng-ì,12,hoat-hui-chhòng-ì,huat4hui1tshong3i3,hoat4hui1chhong3i3,huathuitshongi,hoathuichhongi
發酵作用,huat-kà-tsok-iōng,12,hoat-kà-chok-iōng,huat4ka3tsok4iong7,hoat4ka3chok4iong7,huatkatsokiong,hoatkachokiong
發酵作用,huat-kànn-tsok-iōng,12,hoat-kàⁿ-chok-iōng,huat4kann3tsok4iong7,hoat4kann3chok4iong7,huatkanntsokiong,hoatkannchokiong
百位數字,pah-uī-sòo-jī,12,pah-ūi-sò͘-jī,pah4ui7soo3ji7,pah4ui7soo3ji7,pahuisooji,pahuisooji
百科全書,pah-kho-tsuân-su,12,pah-kho-choân-su,pah4kho1tsuan5su1,pah4kho1choan5su1,pahkhotsuansu,pahkhochoansu
直式乘法,ti̍t-sik-sîng-huat,12,ti̍t-sek-sêng-hoat,tit8sik4sing5huat4,tit8sek4seng5hoat4,titsiksinghuat,titseksenghoat
直式加法,ti̍t-sik-ka-huat,12,ti̍t-sek-ka-hoat,tit8sik4ka1huat4,tit8sek4ka1hoat4,titsikkahuat,titsekkahoat
直式減法,ti̍t-sik-kiám-huat,12,ti̍t-sek-kiám-hoat,tit8sik4kiam2huat4,tit8sek4kiam2hoat4,titsikkiamhuat,titsekkiamhoat
直式計算,ti̍t-sik-kè-sǹg,12,ti̍t-sek-kè-sǹg,tit8sik4ke3sng3,tit8sek4ke3sng3,titsikkesng,titsekkesng
直式除法,ti̍t-sik-tî-huat,12,ti̍t-sek-tî-hoat,tit8sik4ti5huat4,tit8sek4ti5hoat4,titsiktihuat,titsektihoat
直接比較,ti̍t-tsiap-pí-kàu,12,ti̍t-chiap-pí-kàu,tit8tsiap4pi2kau3,tit8chiap4pi2kau3,tittsiappikau,titchiappikau
直觀比較,ti̍t-kuan-pí-kàu,12,ti̍t-koan-pí-kàu,tit8kuan1pi2kau3,tit8koan1pi2kau3,titkuanpikau,titkoanpikau
省略符號,síng-lio̍k-hû-hō,12,séng-lio̍k-hû-hō,sing2liok8hu5ho7,seng2liok8hu5ho7,singliokhuho,sengliokhuho
看圖講話,khuànn-tôo-kóng-uē,12,khòaⁿ-tô͘-kóng-ōe,khuann3too5kong2ue7,khoann3too5kong2oe7,khuanntookongue,khoanntookongoe
真珠版畫,tsin-tsu-pán-uē,12,chin-chu-pán-ōe,tsin1tsu1pan2ue7,chin1chu1pan2oe7,tsintsupanue,chinchupanoe
眩車藥仔,hîn-tshia-io̍h-á,12,hîn-chhia-io̍h-á,hin5tshia1ioh8a2,hin5chhia1ioh8a2,hintshiaioha,hinchhiaioha
短篇小說,té-phinn-siáu-suat,12,té-phiⁿ-siáu-soat,te2phinn1siau2suat4,te2phinn1siau2soat4,tephinnsiausuat,tephinnsiausoat
短篇小說,té-phinn-sió-suat,12,té-phiⁿ-sió-soat,te2phinn1sio2suat4,te2phinn1sio2soat4,tephinnsiosuat,tephinnsiosoat
石器時期,tsio̍h-khì-sî-kî,12,chio̍h-khì-sî-kî,tsioh8khi3si5ki5,chioh8khi3si5ki5,tsiohkhisiki,chiohkhisiki
石蕊試紙,tsio̍h-luí-tshì-tsuá,12,chio̍h-lúi-chhì-chóa,tsioh8lui2tshi3tsua2,chioh8lui2chhi3choa2,tsiohluitshitsua,chiohluichhichoa
碳鋅電池,thuànn-sin-tiān-tî,12,thòaⁿ-sin-tiān-tî,thuann3sin1tian7ti5,thoann3sin1tian7ti5,thuannsintianti,thoannsintianti
磁力強弱,tsû-li̍k-kiông-jio̍k,12,chû-le̍k-kiông-jio̍k,tsu5lik8kiong5jiok8,chu5lek8kiong5jiok8,tsulikkiongjiok,chulekkiongjiok
磁力現象,tsû-li̍k-hiān-siōng,12,chû-le̍k-hiān-siōng,tsu5lik8hian7siong7,chu5lek8hian7siong7,tsulikhiansiong,chulekhiansiong
磁浮列車,tsû-hû-lia̍t-tshia,12,chû-hû-lia̍t-chhia,tsu5hu5liat8tshia1,chu5hu5liat8chhia1,tsuhuliattshia,chuhuliatchhia
社區營造,siā-khu-îng-tsō,12,siā-khu-êng-chō,sia7khu1ing5tso7,sia7khu1eng5cho7,siakhuingtso,siakhuengcho
社會救助,siā-huē-kiù-tsōo,12,siā-hōe-kiù-chō͘,sia7hue7kiu3tsoo7,sia7hoe7kiu3choo7,siahuekiutsoo,siahoekiuchoo
社會服務,siā-huē-ho̍k-bū,12,siā-hōe-ho̍k-bū,sia7hue7hok8bu7,sia7hoe7hok8bu7,siahuehokbu,siahoehokbu
社會福利,siā-huē-hok-lī,12,siā-hōe-hok-lī,sia7hue7hok4li7,sia7hoe7hok4li7,siahuehokli,siahoehokli
社會秩序,siā-huē-tia̍t-sū,12,siā-hōe-tia̍t-sū,sia7hue7tiat8su7,sia7hoe7tiat8su7,siahuetiatsu,siahoetiatsu
社會組織,siā-huē-tsoo-tsit,12,siā-hōe-cho͘-chit,sia7hue7tsoo1tsit4,sia7hoe7choo1chit4,siahuetsootsit,siahoechoochit
社會行為,siā-huē-hîng-uî,12,siā-hōe-hêng-ûi,sia7hue7hing5ui5,sia7hoe7heng5ui5,siahuehingui,siahoehengui
社會規範,siā-huē-kui-huān,12,siā-hōe-kui-hoān,sia7hue7kui1huan7,sia7hoe7kui1hoan7,siahuekuihuan,siahoekuihoan
社會變遷,siā-huē-piàn-tshian,12,siā-hōe-piàn-chhian,sia7hue7pian3tshian1,sia7hoe7pian3chhian1,siahuepiantshian,siahoepianchhian
社會責任,siā-huē-tsik-jīm,12,siā-hōe-chek-jīm,sia7hue7tsik4jim7,sia7hoe7chek4jim7,siahuetsikjim,siahoechekjim
社會運動,siā-huē-ūn-tōng,12,siā-hōe-ūn-tōng,sia7hue7un7tong7,sia7hoe7un7tong7,siahueuntong,siahoeuntong
社會階級,siā-huē-kai-kip,12,siā-hōe-kai-kip,sia7hue7kai1kip4,sia7hoe7kai1kip4,siahuekaikip,siahoekaikip
祖先崇拜,tsóo-sian-tsông-pài,12,chó͘-sian-chông-pài,tsoo2sian1tsong5pai3,choo2sian1chong5pai3,tsoosiantsongpai,choosianchongpai
神主牌仔,sîn-tsú-pâi-á,12,sîn-chú-pâi-á,sin5tsu2pai5a2,sin5chu2pai5a2,sintsupaia,sinchupaia
神怪故事,sîn-kuài-kòo-sū,12,sîn-koài-kò͘-sū,sin5kuai3koo3su7,sin5koai3koo3su7,sinkuaikoosu,sinkoaikoosu
祭典活動,tsè-tián-ua̍h-tāng,12,chè-tián-oa̍h-tāng,tse3tian2uah8tang7,che3tian2oah8tang7,tsetianuahtang,chetianoahtang
祭典活動,tsè-tián-ua̍h-tōng,12,chè-tián-oa̍h-tōng,tse3tian2uah8tong7,che3tian2oah8tong7,tsetianuahtong,chetianoahtong
福爾摩沙,hō-lú-môo-sa,12,hō-lú-mô͘-sa,ho7lu2moo5sa1,ho7lu2moo5sa1,holumoosa,holumoosa
科幻小說,kho-huàn-siáu-suat,12,kho-hoàn-siáu-soat,kho1huan3siau2suat4,kho1hoan3siau2soat4,khohuansiausuat,khohoansiausoat
科幻小說,kho-huàn-sió-suat,12,kho-hoàn-sió-soat,kho1huan3sio2suat4,kho1hoan3sio2soat4,khohuansiosuat,khohoansiosoat
科技產業,kho-ki-sán-gia̍p,12,kho-ki-sán-gia̍p,kho1ki1san2giap8,kho1ki1san2giap8,khokisangiap,khokisangiap
科普文章,kho-phóo-bûn-tsiong,12,kho-phó͘-bûn-chiong,kho1phoo2bun5tsiong1,kho1phoo2bun5chiong1,khophoobuntsiong,khophoobunchiong
科普文章,kho-phóo-bûn-tsiunn,12,kho-phó͘-bûn-chiuⁿ,kho1phoo2bun5tsiunn1,kho1phoo2bun5chiunn1,khophoobuntsiunn,khophoobunchiunn
科舉考試,kho-kí-khó-tshì,12,kho-kí-khó-chhì,kho1ki2kho2tshi3,kho1ki2kho2chhi3,khokikhotshi,khokikhochhi
移墾社會,î-khún-siā-huē,12,î-khún-siā-hōe,i5khun2sia7hue7,i5khun2sia7hoe7,ikhunsiahue,ikhunsiahoe
移民文化,î-bîn-bûn-huà,12,î-bîn-bûn-hòa,i5bin5bun5hua3,i5bin5bun5hoa3,ibinbunhua,ibinbunhoa
種樹綠化,tsìng-tshiū-li̍k-huà,12,chèng-chhiū-le̍k-hòa,tsing3tshiu7lik8hua3,cheng3chhiu7lek8hoa3,tsingtshiulikhua,chengchhiulekhoa
空氣汙染,khong-khì-u-jiám,12,khong-khì-u-jiám,khong1khi3u1jiam2,khong1khi3u1jiam2,khongkhiujiam,khongkhiujiam
空氣汙染,khong-khì-ù-jiám,12,khong-khì-ù-jiám,khong1khi3u3jiam2,khong1khi3u3jiam2,khongkhiujiam,khongkhiujiam
空氣流動,khong-khì-liû-tōng,12,khong-khì-liû-tōng,khong1khi3liu5tong7,khong1khi3liu5tong7,khongkhiliutong,khongkhiliutong
立方公分,li̍p-hong-kong-hun,12,li̍p-hong-kong-hun,lip8hong1kong1hun1,lip8hong1kong1hun1,liphongkonghun,liphongkonghun
立方公寸,li̍p-hong-kong-tshùn,12,li̍p-hong-kong-chhùn,lip8hong1kong1tshun3,lip8hong1kong1chhun3,liphongkongtshun,liphongkongchhun
立方公尺,li̍p-hong-kong-tshioh,12,li̍p-hong-kong-chhioh,lip8hong1kong1tshioh4,lip8hong1kong1chhioh4,liphongkongtshioh,liphongkongchhioh
立法機關,li̍p-huat-ki-kuan,12,li̍p-hoat-ki-koan,lip8huat4ki1kuan1,lip8hoat4ki1koan1,liphuatkikuan,liphoatkikoan
立體作品,li̍p-thé-tsok-phín,12,li̍p-thé-chok-phín,lip8the2tsok4phin2,lip8the2chok4phin2,lipthetsokphin,lipthechokphin
立體形體,li̍p-thé-hîng-thé,12,li̍p-thé-hêng-thé,lip8the2hing5the2,lip8the2heng5the2,lipthehingthe,lipthehengthe
立體結構,li̍p-thé-kiat-kòo,12,li̍p-thé-kiat-kò͘,lip8the2kiat4koo3,lip8the2kiat4koo3,lipthekiatkoo,lipthekiatkoo
第一人稱,tē-it-jîn-tshing,12,tē-it-jîn-chheng,te7it4jin5tshing1,te7it4jin5chheng1,teitjintshing,teitjinchheng
第三人稱,tē-sann-jîn-tshing,12,tē-saⁿ-jîn-chheng,te7sann1jin5tshing1,te7sann1jin5chheng1,tesannjintshing,tesannjinchheng
第二人稱,tē-jī-jîn-tshing,12,tē-jī-jîn-chheng,te7ji7jin5tshing1,te7ji7jin5chheng1,tejijintshing,tejijinchheng
第二性徵,tē-jī-sìng-ting,12,tē-jī-sèng-teng,te7ji7sing3ting1,te7ji7seng3teng1,tejisingting,tejisengteng
等值分數,tíng-ta̍t-hun-sòo,12,téng-ta̍t-hun-sò͘,ting2tat8hun1soo3,teng2tat8hun1soo3,tingtathunsoo,tengtathunsoo
等差中項,tíng-tsha-tiong-hāng,12,téng-chha-tiong-hāng,ting2tsha1tiong1hang7,teng2chha1tiong1hang7,tingtshationghang,tengchhationghang
等差數列,tíng-tsha-sòo-lia̍t,12,téng-chha-sò͘-lia̍t,ting2tsha1soo3liat8,teng2chha1soo3liat8,tingtshasooliat,tengchhasooliat
等差級數,tíng-tsha-kip-sòo,12,téng-chha-kip-sò͘,ting2tsha1kip4soo3,teng2chha1kip4soo3,tingtshakipsoo,tengchhakipsoo
等比中項,tíng-pí-tiong-hāng,12,téng-pí-tiong-hāng,ting2pi2tiong1hang7,teng2pi2tiong1hang7,tingpitionghang,tengpitionghang
等量公理,tíng-liōng-kong-lí,12,téng-liōng-kong-lí,ting2liong7kong1li2,teng2liong7kong1li2,tingliongkongli,tengliongkongli
管弦樂器,kuán-hiân-ga̍k-khì,12,koán-hiân-ga̍k-khì,kuan2hian5gak8khi3,koan2hian5gak8khi3,kuanhiangakkhi,koanhiangakkhi
管弦樂團,kuán-hiân-ga̍k-thuân,12,koán-hiân-ga̍k-thoân,kuan2hian5gak8thuan5,koan2hian5gak8thoan5,kuanhiangakthuan,koanhiangakthoan
管絃樂團,kuán-hiân-ga̍k-thuân,12,koán-hiân-ga̍k-thoân,kuan2hian5gak8thuan5,koan2hian5gak8thoan5,kuanhiangakthuan,koanhiangakthoan
節能減碳,tsiat-lîng-kiám-thuànn,12,chiat-lêng-kiám-thòaⁿ,tsiat4ling5kiam2thuann3,chiat4leng5kiam2thoann3,tsiatlingkiamthuann,chiatlengkiamthoann
簡化問題,kán-huà-būn-tê,12,kán-hòa-būn-tê,kan2hua3bun7te5,kan2hoa3bun7te5,kanhuabunte,kanhoabunte
簡化計算,kán-huà-kè-sǹg,12,kán-hòa-kè-sǹg,kan2hua3ke3sng3,kan2hoa3ke3sng3,kanhuakesng,kanhoakesng
簡單機械,kán-tan-ki-hāi,12,kán-tan-ki-hāi,kan2tan1ki1hai7,kan2tan1ki1hai7,kantankihai,kantankihai
簡單機械,kán-tan-ki-kài,12,kán-tan-ki-kài,kan2tan1ki1kai3,kan2tan1ki1kai3,kantankikai,kantankikai
粗瓷仔塗,tshoo-huî-á-thôo,12,chho͘-hûi-á-thô͘,tshoo1hui5a2thoo5,chhoo1hui5a2thoo5,tshoohuiathoo,chhoohuiathoo
粗調節輪,tshoo-tiâu-tsiat-lûn,12,chho͘-tiâu-chiat-lûn,tshoo1tiau5tsiat4lun5,chhoo1tiau5chiat4lun5,tshootiautsiatlun,chhootiauchiatlun
精緻農業,tsing-tì-lông-gia̍p,12,cheng-tì-lông-gia̍p,tsing1ti3long5giap8,cheng1ti3long5giap8,tsingtilonggiap,chengtilonggiap
糞埽分類,pùn-sò-hun-luī,12,pùn-sò-hun-lūi,pun3so3hun1lui7,pun3so3hun1lui7,punsohunlui,punsohunlui
糞埽減量,pùn-sò-kiám-liōng,12,pùn-sò-kiám-liōng,pun3so3kiam2liong7,pun3so3kiam2liong7,punsokiamliong,punsokiamliong
