tl,hanzi,frequency,poj,tl_num,poj_num
tshut-tshê,出箠,25,chhut-chhê,tshuttshe5,chhutchhe5
tshut-siann,出聲,25,chhut-siaⁿ,tshutsiann,chhutsiann
tshut-thuat,出脫,25,chhut-thoat,tshutthuat,chhutthoat
tshut-kioh,出腳,25,chhut-kioh,tshutkioh,chhutkioh
tshut-lâng,出膿,25,chhut-lâng,tshutlang5,chhutlang5
tshut-sik,出色,25,chhut-sek,tshutsik,chhutsek
tshut-gê,出芽,25,chhut-gê,tshutge5,chhutge5
tshut-tsòng,出葬,25,chhut-chòng,tshuttsong3,chhutchong3
tshut-hueh,出血,25,chhut-hoeh,tshuthueh,chhuthoeh
tshut-huih,出血,25,chhut-huih,tshuthuih,chhuthuih
tshut-huè,出貨,25,chhut-hòe,tshuthue3,chhuthoe3
tshut-hè,出貨,25,chhut-hè,tshuthe3,chhuthe3
tshut-buē,出賣,25,chhut-bōe,tshutbue7,chhutboe7
tshut-bē,出賣,25,chhut-bē,tshutbe7,chhutbe7
tshut-lōo,出路,25,chhut-lō͘,tshutloo7,chhutloo7
tshut-sin,出身,25,chhut-sin,tshutsin,chhutsin
tshut-ūn,出運,25,chhut-ūn,tshutun7,chhutun7
tshut-tsiú,出酒,25,chhut-chiú,tshuttsiu2,chhutchiu2
tshut-mn̂g,出門,25,chhut-mn̂g,tshutmng5,chhutmng5
tshut-īnn,出院,25,chhut-īⁿ,tshutinn7,chhutinn7
tshut-bīn,出面,25,chhut-bīn,tshutbin7,chhutbin7
tshut-thâu,出頭,25,chhut-thâu,tshutthau5,chhutthau5
tshut-má,出馬,25,chhut-má,tshutma2,chhutma2
hâm-sòo,函數,25,hâm-sò͘,ham5soo3,ham5soo3
to-á,刀仔,25,to-á,toa2,toa2
to-kū,刀具,25,to-kū,toku7,toku7
to-tshuì,刀喙,25,to-chhùi,totshui3,tochhui3
to-pènn,刀柄,25,to-pèⁿ,topenn3,topenn3
to-pìnn,刀柄,25,to-pìⁿ,topinn3,topinn3
to-tsio̍h,刀石,25,to-chio̍h,totsioh8,tochioh8
to-tiam,刀砧,25,to-tiam,totiam,totiam
to-bah,刀肉,25,to-bah,tobah,tobah
to-khing,刀銎,25,to-kheng,tokhing,tokheng
to-mê,刀鋩,25,to-mê,tome5,tome5
to-mî,刀鋩,25,to-mî,tomi5,tomi5
thiau-kang,刁工,25,thiau-kang,thiaukang,thiaukang
tiau-kang,刁工,25,tiau-kang,tiaukang,tiaukang
thiau-tî,刁持,25,thiau-tî,thiauti5,thiauti5
tiau-tî,刁持,25,tiau-tî,tiauti5,tiauti5
thiau-lân,刁難,25,thiau-lân,thiaulan5,thiaulan5
tiau-lân,刁難,25,tiau-lân,tiaulan5,tiaulan5
hun-hiáng,分享,25,hun-hiáng,hunhiang2,hunhiang2
hun-hióng,分享,25,hun-hióng,hunhiong2,hunhiong2
pun-phenn,分伻,25,pun-pheⁿ,punphenn,punphenn
hun-pòo,分佈,25,hun-pò͘,hunpoo3,hunpoo3
hun-pia̍t,分別,25,hun-pia̍t,hunpiat8,hunpiat8
hun-kuah,分割,25,hun-koah,hunkuah,hunkoah
hun-huà,分化,25,hun-hòa,hunhua3,hunhoa3
hun-khu,分區,25,hun-khu,hunkhu,hunkhu
hun-tsú,分子,25,hun-chú,huntsu2,hunchu2
hun-tshùn,分寸,25,hun-chhùn,huntshun3,hunchhun3
hun-kio̍k,分局,25,hun-kio̍k,hunkiok8,hunkiok8
hun-ki,分居,25,hun-ki,hunki,hunki
hun-ku,分居,25,hun-ku,hunku,hunku
hun-kang,分工,25,hun-kang,hunkang,hunkang
hun-tiàm,分店,25,hun-tiàm,huntiam3,huntiam3
pun-tiunn,分張,25,pun-tiuⁿ,puntiunn,puntiunn
hun-sim,分心,25,hun-sim,hunsim,hunsim
hun-tshiú,分手,25,hun-chhiú,huntshiu2,hunchhiu2
hun-tam,分擔,25,hun-tam,huntam,huntam
hun-thuann,分攤,25,hun-thoaⁿ,hunthuann,hunthoann
hun-tsi,分支,25,hun-chi,huntsi,hunchi
hun-suànn,分散,25,hun-sòaⁿ,hunsuann3,hunsoann3
hun-sòo,分數,25,hun-sò͘,hunsoo3,hunsoo3
hun-bîng,分明,25,hun-bêng,hunbing5,hunbeng5
hun-sik,分析,25,hun-sek,hunsik,hunsek
hun-hāu,分校,25,hun-hāu,hunhau7,hunhau7
hun-ki,分機,25,hun-ki,hunki,hunki
hun-kî,分歧,25,hun-kî,hunki5,hunki5
hun-pì,分泌,25,hun-pì,hunpi3,hunpi3
hun-phài,分派,25,hun-phài,hunphai3,hunphai3
hun-huat,分發,25,hun-hoat,hunhuat,hunhoat
pun-âng,分紅,25,pun-âng,punang5,punang5
hun-kip,分級,25,hun-kip,hunkip,hunkip
hun-tsoo,分組,25,hun-cho͘,huntsoo,hunchoo
hun-hâng,分行,25,hun-hâng,hunhang5,hunhang5
hun-lia̍t,分裂,25,hun-lia̍t,hunliat8,hunliat8
hun-kái,分解,25,hun-kái,hunkai2,hunkai2
hun-puè,分貝,25,hun-pòe,hunpue3,hunpoe3
hun-sin,分身,25,hun-sin,hunsin,hunsin
hun-piān,分辨,25,hun-piān,hunpian7,hunpian7
hun-phuè,分配,25,hun-phòe,hunphue3,hunphoe3
hun-phè,分配,25,hun-phè,hunphe3,hunphe3
pun-tsînn,分錢,25,pun-chîⁿ,puntsinn5,punchinn5
hun-tsing,分鐘,25,hun-cheng,huntsing,huncheng
hun-khui,分開,25,hun-khui,hunkhui,hunkhui
pun-khui,分開,25,pun-khui,punkhui,punkhui
hun-tuī,分隊,25,hun-tūi,huntui7,huntui7
hun-lî,分離,25,hun-lî,hunli5,hunli5
hun-lī,分離,25,hun-lī,hunli7,hunli7
hun-luī,分類,25,hun-lūi,hunlui7,hunlui7
pun-tsia̍h,分食,25,pun-chia̍h,puntsiah8,punchiah8
khi̍t-teh,切手,25,khi̍t-teh,khit8teh,khit8teh
tshiat-tshiú,切手,25,chhiat-chhiú,tshiattshiu2,chhiatchhiu2
tshiat-uānn,切換,25,chhiat-ōaⁿ,tshiatuann7,chhiatoann7
tshiat-tn̄g,切斷,25,chhiat-tn̄g,tshiattng7,chhiattng7
tshiat-phìnn,切片,25,chhiat-phìⁿ,tshiatphinn3,chhiatphinn3
tshiat-khui,切開,25,chhiat-khui,tshiatkhui,chhiatkhui
tshiat-tû,切除,25,chhiat-tû,tshiattu5,chhiattu5
khan-bu̍t,刊物,25,khan-bu̍t,khanbut8,khanbut8
khan-ting,刊登,25,khan-teng,khanting,khanteng
khan-tsài,刊載,25,khan-chài,khantsai3,khanchai3
hîng-sū,刑事,25,hêng-sū,hing5su7,heng5su7
hîng-kî,刑期,25,hêng-kî,hing5ki5,heng5ki5
hîng-huat,刑法,25,hêng-hoat,hing5huat,heng5hoat
hîng-hua̍t,刑罰,25,hêng-hoa̍t,hing5huat8,heng5hoat8
hîng-kìng,刑警,25,hêng-kèng,hing5king3,heng5keng3
hîng-kíng,刑警,25,hêng-kéng,hing5king2,heng5keng2
kò-tsûn,划船,25,kò-chûn,ko3tsun5,ko3chun5
lia̍t-tshut,列出,25,lia̍t-chhut,liat8tshut,liat8chhut
lia̍t-ìn,列印,25,lia̍t-ìn,liat8in3,liat8in3
lia̍t-si̍k,列席,25,lia̍t-se̍k,liat8sik8,liat8sek8
lia̍t-kí,列舉,25,lia̍t-kí,liat8ki2,liat8ki2
lia̍t-kú,列舉,25,lia̍t-kú,liat8ku2,liat8ku2
lia̍t-tshia,列車,25,lia̍t-chhia,liat8tshia,liat8chhia
tshe-it,初一,25,chhe-it,tsheit,chheit
tshoo-it,初一,25,chho͘-it,tshooit,chhooit
tshue-it,初一,25,chhoe-it,tshueit,chhoeit
tshoo-tshoo,初初,25,chho͘-chho͘,tshootshoo,chhoochhoo
tshoo-luân,初戀,25,chho͘-loân,tshooluan5,chhooloan5
tshoo-kî,初期,25,chho͘-kî,tshooki5,chhooki5
tshoo-pōo,初步,25,chho͘-pō͘,tshoopoo7,chhoopoo7
tshoo-pán,初版,25,chho͘-pán,tshoopan2,chhoopan2
tshoo-kó,初稿,25,chho͘-kó,tshooko2,chhooko2
tshoo-tíng,初等,25,chho͘-téng,tshooting2,chhooteng2
tshoo-kip,初級,25,chho͘-kip,tshookip,chhookip
tshoo-tsín,初診,25,chho͘-chín,tshootsin2,chhoochin2
tshoo-tshì,初試,25,chho͘-chhì,tshootshi3,chhoochhi3
tshoo-suán,初選,25,chho͘-soán,tshoosuan2,chhoosoan2
thâi-thâu,刣頭,25,thâi-thâu,thai5thau5,thai5thau5
phuànn-hîng,判刑,25,phòaⁿ-hêng,phuann3hing5,phoann3heng5
phuànn-kuann,判官,25,phòaⁿ-koaⁿ,phuann3kuann,phoann3koann
phuànn-tīng,判定,25,phòaⁿ-tēng,phuann3ting7,phoann3teng7
phuànn-tuàn,判斷,25,phòaⁿ-toàn,phuann3tuan3,phoann3toan3
phuànn-kuat,判決,25,phòaⁿ-koat,phuann3kuat,phoann3koat
phuànn-tsuē,判罪,25,phòaⁿ-chōe,phuann3tsue7,phoann3choe7
pia̍t-sè,別世,25,pia̍t-sè,piat8se3,piat8se3
pa̍t-ê,別个,25,pa̍t-ê,pat8e5,pat8e5
pa̍t-lâng,別人,25,pa̍t-lâng,pat8lang5,pat8lang5
pa̍t-uī,別位,25,pa̍t-ūi,pat8ui7,pat8ui7
pa̍t-kang,別工,25,pa̍t-kang,pat8kang,pat8kang
pa̍t-tah,別搭,25,pa̍t-tah,pat8tah,pat8tah
pa̍t-ji̍t,別日,25,pa̍t-ji̍t,pat8jit8,pat8jit8
pa̍t-li̍t,別日,25,pa̍t-li̍t,pat8lit8,pat8lit8
pa̍t-khuán,別款,25,pa̍t-khoán,pat8khuan2,pat8khoan2
pia̍t-tsong,別莊,25,pia̍t-chong,piat8tsong,piat8chong
pa̍t-hāng,別項,25,pa̍t-hāng,pat8hang7,pat8hang7
lī-piān,利便,25,lī-piān,li7pian7,li7pian7
lī-hāi,利害,25,lī-hāi,li7hai7,li7hai7
lī-jiō,利尿,25,lī-jiō,li7jio7,li7jio7
lī-liō,利尿,25,lī-liō,li7lio7,li7lio7
lī-tshī,利市,25,lī-chhī,li7tshi7,li7chhi7
lī-sik,利息,25,lī-sek,li7sik,li7sek
lī-sit,利息,25,lī-sit,li7sit,li7sit
lī-jūn,利潤,25,lī-jūn,li7jun7,li7jun7
lī-lūn,利潤,25,lī-lūn,li7lun7,li7lun7
lī-lu̍t,利率,25,lī-lu̍t,li7lut8,li7lut8
lī-iōng,利用,25,lī-iōng,li7iong7,li7iong7
lī-ik,利益,25,lī-ek,li7ik,li7ek
lī-sûn,利純,25,lī-sûn,li7sun5,li7sun5
lī-thâu,利頭,25,lī-thâu,li7thau5,li7thau5
san-tî,刪除,25,san-tî,santi5,santi5
san-tû,刪除,25,san-tû,santu5,santu5
kàu-tann,到今,25,kàu-taⁿ,kau3tann,kau3tann
kàu-uī,到位,25,kàu-ūi,kau3ui7,kau3ui7
kàu-hun,到分,25,kàu-hun,kau3hun,kau3hun
kàu-tè,到地,25,kàu-tè,kau3te3,kau3te3
kàu-bué,到尾,25,kàu-bóe,kau3bue2,kau3boe2
kàu-bé,到尾,25,kàu-bé,kau3be2,kau3be2
tàu-tué,到底,25,tàu-tóe,tau3tue2,tau3toe2
tàu-té,到底,25,tàu-té,tau3te2,tau3te2
kàu-sî,到時,25,kàu-sî,kau3si5,kau3si5
kàu-kî,到期,25,kàu-kî,kau3ki5,kau3ki5
kàu-tsām,到站,25,kàu-chām,kau3tsam7,kau3cham7
tsè-tīng,制定,25,chè-tēng,tse3ting7,che3teng7
tsè-tōo,制度,25,chè-tō͘,tse3too7,che3too7
tsè-sik,制式,25,chè-sek,tse3sik,che3sek
tsè-hiàn,制憲,25,chè-hiàn,tse3hian3,che3hian3
tsè-ho̍k,制服,25,chè-ho̍k,tse3hok8,che3hok8
tsè-suah,制煞,25,chè-soah,tse3suah,che3soah
tsè-tshâi,制裁,25,chè-chhâi,tse3tshai5,che3chhai5
kuàn-siong,券商,25,koàn-siong,kuan3siong,koan3siong
tshì-kui,刺䲅,25,chhì-kui,tshi3kui,chhi3kui
tshì-á,刺仔,25,chhì-á,tshi3a2,chhi3a2
tshiah-jī,刺字,25,chhiah-jī,tshiahji7,chhiahji7
tshiah-lī,刺字,25,chhiah-lī,tshiahli7,chhiahli7
tshì-thàm,刺探,25,chhì-thàm,tshi3tham3,chhi3tham3
tshì-sat,刺殺,25,chhì-sat,tshi3sat,chhi3sat
tshì-pho,刺波,25,chhì-pho,tshi3pho,chhi3pho
tshì-khik,刺激,25,chhì-khek,tshi3khik,chhi3khek
tshì-kik,刺激,25,chhì-kek,tshi3kik,chhi3kek
tshì-kue,刺瓜,25,chhì-koe,tshi3kue,chhi3koe
tshiah-ia̍h,刺疫,25,chhiah-ia̍h,tshiahiah8,chhiahiah8
tshì-tik,刺竹,25,chhì-tek,tshi3tik,chhi3tek
tshiah-siù,刺繡,25,chhiah-siù,tshiahsiu3,chhiahsiu3
tshiah-hue,刺花,25,chhiah-hoe,tshiahhue,chhiahhoe
tshiah-sng,刺酸,25,chhiah-sng,tshiahsng,chhiahsng
tshì-tsha̍k,刺鑿,25,chhì-chha̍k,tshi3tshak8,chhi3chhak8
khik-pán,刻板,25,khek-pán,khikpan2,khekpan2
khik-po̍k,刻薄,25,khek-po̍k,khikpok8,khekpok8
thì-thâu,剃頭,25,thì-thâu,thi3thau5,thi3thau5
tshò-tshâ,剉柴,25,chhò-chhâ,tsho3tsha5,chho3chha5
tsîng-sì,前世,25,chêng-sì,tsing5si3,cheng5si3
tsîng-jīm,前任,25,chêng-jīm,tsing5jim7,cheng5jim7
tsîng-līm,前任,25,chêng-līm,tsing5lim7,cheng5lim7
tsiân-lē,前例,25,chiân-lē,tsian5le7,chian5le7
tsîng-lē,前例,25,chêng-lē,tsing5le7,cheng5le7
tsū-nî,前年,25,chū-nî,tsu7ni5,chu7ni5
tsiân-óng,前往,25,chiân-óng,tsian5ong2,chian5ong2
tsîng-āu,前後,25,chêng-āu,tsing5au7,cheng5au7
tsîng-khok,前擴,25,chêng-khok,tsing5khok,cheng5khok
tsîng-ji̍t,前日,25,chêng-ji̍t,tsing5jit8,cheng5jit8
tsîng-li̍t,前日,25,chêng-li̍t,tsing5lit8,cheng5lit8
tsiân-kíng,前景,25,chiân-kéng,tsian5king2,chian5keng2
tsîng-bóo,前某,25,chêng-bó͘,tsing5boo2,cheng5boo2
tsiân-kho,前科,25,chiân-kho,tsian5kho,chian5kho
tsiân-thîng,前程,25,chiân-thêng,tsian5thing5,chian5theng5
tsiân-tîng,前程,25,chiân-têng,tsian5ting5,chian5teng5
tsiân-suànn,前線,25,chiân-sòaⁿ,tsian5suann3,chian5soann3
tsîng-ang,前翁,25,chêng-ang,tsing5ang,cheng5ang
tsiân-uē,前衛,25,chiân-ōe,tsian5ue7,chian5oe7
tsiân-uī,前衛,25,chiân-ūi,tsian5ui7,chian5ui7
tsiân-giân,前言,25,chiân-giân,tsian5gian5,chian5gian5
tsîng-siā,前謝,25,chêng-siā,tsing5sia7,cheng5sia7
tsiân-sin,前身,25,chiân-sin,tsian5sin,chian5sin
tsiân-puè,前輩,25,chiân-pòe,tsian5pue3,chian5poe3
tsiân-tôo,前途,25,chiân-tô͘,tsian5too5,chian5too5
tsiân-kim,前金,25,chiân-kim,tsian5kim,chian5kim
tsiân-hong,前鋒,25,chiân-hong,tsian5hong,chian5hong
tsîng-ia̍h,前驛,25,chêng-ia̍h,tsing5iah8,cheng5iah8
tsîng-khí,前齒,25,chêng-khí,tsing5khi2,cheng5khi2
thak-thik,剔斥,25,thak-thek,thakthik,thakthek
pak-siah,剝削,25,pak-siah,paksiah,paksiah
pak-phuê,剝皮,25,pak-phôe,pakphue5,pakphoe5
pak-phê,剝皮,25,pak-phê,pakphe5,pakphe5
tsián-pòo,剪布,25,chián-pò͘,tsian2poo3,chian2poo3
tsián-kiáu,剪筊,25,chián-kiáu,tsian2kiau2,chian2kiau2
tsián-tshái,剪綵,25,chián-chhái,tsian2tshai2,chian2chhai2
tsián-liú,剪綹,25,chián-liú,tsian2liu2,chian2liu2
tsián-tsua̍h,剪蚻,25,chián-choa̍h,tsian2tsuah8,chian2choah8
tsián-thâng,剪蟲,25,chián-thâng,tsian2thang5,chian2thang5
tsián-tshâi,剪裁,25,chián-chhâi,tsian2tshai5,chian2chhai5
tsián-tsi̍p,剪輯,25,chián-chi̍p,tsian2tsip8,chian2chip8
hù-khan,副刊,25,hù-khan,hu3khan,hu3khan
hù-tshiú,副手,25,hù-chhiú,hu3tshiu2,hu3chhiu2
hù-pún,副本,25,hù-pún,hu3pun2,hu3pun2
hù-gia̍p,副業,25,hù-gia̍p,hu3giap8,hu3giap8
hù-lí,副理,25,hù-lí,hu3li2,hu3li2
hù-tsóng,副總,25,hù-chóng,hu3tsong2,hu3chong2
kuah-kè,割價,25,koah-kè,kuahke3,koahke3
kuah-pau,割包,25,koah-pau,kuahpau,koahpau
kuah-âu,割喉,25,koah-âu,kuahau5,koahau5
kuah-tiàm,割店,25,koah-tiàm,kuahtiam3,koahtiam3
kat-ín,割引,25,kat-ín,katin2,katin2
kuah-ín,割引,25,koah-ín,kuahin2,koahin2
kuah-pē,割耙,25,koah-pē,kuahpe7,koahpe7
kuah-bah,割肉,25,koah-bah,kuahbah,koahbah
kuah-huè,割貨,25,koah-hòe,kuahhue3,koahhoe3
kuah-hè,割貨,25,koah-hè,kuahhe3,koahhe3
kuah-kim,割金,25,koah-kim,kuahkim,koahkim
kuah-hiunn,割香,25,koah-hiuⁿ,kuahhiunn,koahhiunn
tshòng-hā,創下,25,chhòng-hā,tshong3ha7,chhong3ha7
tshòng-tsok,創作,25,chhòng-chok,tshong3tsok,chhong3chok
tshòng-khan,創刊,25,chhòng-khan,tshong3khan,chhong3khan
tshòng-sí,創始,25,chhòng-sí,tshong3si2,chhong3si2
tshòng-ì,創意,25,chhòng-ì,tshong3i3,chhong3i3
tshòng-sin,創新,25,chhòng-sin,tshong3sin,chhong3sin
tshòng-kíng,創景,25,chhòng-kéng,tshong3king2,chhong3keng2
tshòng-gia̍p,創業,25,chhòng-gia̍p,tshong3giap8,chhong3giap8
tshòng-tī,創治,25,chhòng-tī,tshong3ti7,chhong3ti7
tshòng-khang,創空,25,chhòng-khang,tshong3khang,chhong3khang
tshòng-li̍p,創立,25,chhòng-li̍p,tshong3lip8,chhong3lip8
tshòng-kí,創舉,25,chhòng-kí,tshong3ki2,chhong3ki2
tshòng-kú,創舉,25,chhòng-kú,tshong3ku2,chhong3ku2
tshòng-pān,創辦,25,chhòng-pān,tshong3pan7,chhong3pan7
tshòng-tsō,創造,25,chhòng-chō,tshong3tso7,chhong3cho7
thuánn-tsháu,剷草,25,thóaⁿ-chháu,thuann2tshau2,thoann2chhau2
lì-phuà,剺破,25,lì-phòa,li3phua3,li3phoa3
le̍h-tōo,剺肚,25,le̍h-tō͘,leh8too7,leh8too7
le̍h-hue,剺花,25,le̍h-hoe,leh8hue,leh8hoe
khau-á,剾仔,25,khau-á,khaua2,khaua2
khau-to,剾刀,25,khau-to,khauto,khauto
khau-siah,剾削,25,khau-siah,khausiah,khausiah
khau-sué,剾洗,25,khau-sóe,khausue2,khausoe2
khau-sé,剾洗,25,khau-sé,khause2,khause2
khau-sua,剾痧,25,khau-soa,khausua,khausoa
khau-phuê,剾皮,25,khau-phôe,khauphue5,khauphoe5
khau-phê,剾皮,25,khau-phê,khauphe5,khauphe5
khau-hong,剾風,25,khau-hong,khauhong,khauhong
ue̍h-puah,劃撥,25,oe̍h-poah,ueh8puah,oeh8poah
kio̍k-thuân,劇團,25,kio̍k-thoân,kiok8thuan5,kiok8thoan5
ki̍k-thuân,劇團,25,ke̍k-thoân,kik8thuan5,kek8thoan5
kio̍k-tiûnn,劇場,25,kio̍k-tiûⁿ,kiok8tiunn5,kiok8tiunn5
kio̍k-tsîng,劇情,25,kio̍k-chêng,kiok8tsing5,kiok8cheng5
ki̍k-tsîng,劇情,25,ke̍k-chêng,kik8tsing5,kek8cheng5
kio̍k-pún,劇本,25,kio̍k-pún,kiok8pun2,kiok8pun2
ki̍k-lia̍t,劇烈,25,ke̍k-lia̍t,kik8liat8,kek8liat8
kio̍k-īnn,劇院,25,kio̍k-īⁿ,kiok8inn7,kiok8inn7
ki̍k-īnn,劇院,25,ke̍k-īⁿ,kik8inn7,kek8inn7
lâu-tionn,劉張,25,lâu-tioⁿ,lau5tionn,lau5tionn
lâu-tiunn,劉張,25,lâu-tiuⁿ,lau5tiunn,lau5tiunn
lâu-huān,劉范,25,lâu-hoān,lau5huan7,lau5hoan7
lâu-khóo,劉許,25,lâu-khó͘,lau5khoo2,lau5khoo2
lâu-n̂g,劉黃,25,lâu-n̂g,lau5ng5,lau5ng5
lâu-uînn,劉黃,25,lâu-ûiⁿ,lau5uinn5,lau5uinn5
kiàm-thâm,劍潭,25,kiàm-thâm,kiam3tham5,kiam3tham5
kiàm-tik,劍竹,25,kiàm-tek,kiam3tik,kiam3tek
kiàm-sún,劍筍,25,kiàm-sún,kiam3sun2,kiam3sun2
tsè-liōng,劑量,25,chè-liōng,tse3liong7,che3liong7
li̍k-ha̍k,力學,25,le̍k-ha̍k,lik8hak8,lek8hak8
la̍t-tsháu,力草,25,la̍t-chháu,lat8tshau2,lat8chhau2
li̍k-liōng,力量,25,le̍k-liōng,lik8liong7,lek8liong7
la̍t-thâu,力頭,25,la̍t-thâu,lat8thau5,lat8thau5
kong-lī,功利,25,kong-lī,kongli7,kongli7
kong-li̍k,功力,25,kong-le̍k,konglik8,konglek8
kong-lô,功勞,25,kong-lô,konglo5,konglo5
kang-hu,功夫,25,kang-hu,kanghu,kanghu
kong-tik,功德,25,kong-tek,kongtik,kongtek
kong-hāu,功效,25,kong-hāu,konghau7,konghau7
kong-lu̍t,功率,25,kong-lu̍t,konglut8,konglut8
kong-iōng,功用,25,kong-iōng,kongiong7,kongiong7
kong-lîng,功能,25,kong-lêng,kongling5,kongleng5
kong-sîn,功臣,25,kong-sîn,kongsin5,kongsin5
kong-khò,功課,25,kong-khò,kongkho3,kongkho3
ka-siōng,加上,25,ka-siōng,kasiong7,kasiong7
ka-puē,加倍,25,ka-pōe,kapue7,kapoe7
ka-ji̍p,加入,25,ka-ji̍p,kajip8,kajip8
ka-li̍p,加入,25,ka-li̍p,kalip8,kalip8
ka-hun,加分,25,ka-hun,kahun,kahun
ka-nn̂g,加圇,25,ka-nn̂g,kanng5,kanng5
ke-kang,加工,25,ke-kang,kekang,kekang
ka-kiông,加強,25,ka-kiông,kakiong5,kakiong5
ka-tann,加擔,25,ka-taⁿ,katann,katann
ka-iû,加油,25,ka-iû,kaiu5,kaiu5
ka-huat,加法,25,ka-hoat,kahuat,kahoat
ka-thiam,加添,25,ka-thiam,kathiam,kathiam
ke-thinn,加添,25,ke-thiⁿ,kethinn,kethinn
ke-kiám,加減,25,ke-kiám,kekiam2,kekiam2
ka-pan,加班,25,ka-pan,kapan,kapan
ka-bîng,加盟,25,ka-bêng,kabing5,kabeng5
ka-lo̍k,加祿,25,ka-lo̍k,kalok8,kalok8
ka-bāng,加蚌,25,ka-bāng,kabang7,kabang7
ke-uē,加話,25,ke-ōe,keue7,keoe7
ka-hōo,加護,25,ka-hō͘,kahoo7,kahoo7
ka-tshia,加車,25,ka-chhia,katshia,kachhia
ka-sok,加速,25,ka-sok,kasok,kasok
ka-tsui,加鵻,25,ka-chui,katsui,kachui
tsōo-li̍k,助力,25,chō͘-le̍k,tsoo7lik8,choo7lek8
tsōo-tshiú,助手,25,chō͘-chhiú,tsoo7tshiu2,choo7chhiu2
tsōo-kong,助攻,25,chō͘-kong,tsoo7kong,choo7kong
tsōo-kàu,助教,25,chō͘-kàu,tsoo7kau3,choo7kau3
tsōo-lí,助理,25,chō͘-lí,tsoo7li2,choo7li2
tsōo-ik,助益,25,chō͘-ek,tsoo7ik,choo7ek
tsōo-suán,助選,25,chō͘-soán,tsoo7suan2,choo7soan2
tsōo-tīn,助陣,25,chō͘-tīn,tsoo7tin7,choo7tin7
lóo-li̍k,努力,25,ló͘-le̍k,loo2lik8,loo2lek8
kiap-sòo,劫數,25,kiap-sò͘,kiapsoo3,kiapsoo3
kiap-ki,劫機,25,kiap-ki,kiapki,kiapki
ióng-kiānn,勇健,25,ióng-kiāⁿ,iong2kiann7,iong2kiann7
ióng-sū,勇士,25,ióng-sū,iong2su7,iong2su7
ióng-tsòng,勇壯,25,ióng-chòng,iong2tsong3,iong2chong3
ióng-tsiòng,勇將,25,ióng-chiòng,iong2tsiong3,iong2chiong3
ióng-kám,勇敢,25,ióng-kám,iong2kam2,iong2kam2
ióng-khì,勇氣,25,ióng-khì,iong2khi3,iong2khi3
ióng-bíng,勇猛,25,ióng-béng,iong2bing2,iong2beng2
ióng-tsiá,勇者,25,ióng-chiá,iong2tsia2,iong2chia2
ióng-kha,勇跤,25,ióng-kha,iong2kha,iong2kha
bián-lē,勉勵,25,bián-lē,bian2le7,bian2le7
bián-kióng,勉強,25,bián-kióng,bian2kiong2,bian2kiong2
khiang-á,勍仔,25,khiang-á,khianga2,khianga2
tōng-luān,動亂,25,tōng-loān,tong7luan7,tong7loan7
tōng-jîn,動人,25,tōng-jîn,tong7jin5,tong7jin5
tōng-lîn,動人,25,tōng-lîn,tong7lin5,tong7lin5
tōng-tsok,動作,25,tōng-chok,tong7tsok,tong7chok
tōng-li̍k,動力,25,tōng-le̍k,tong7lik8,tong7lek8
tōng-guân,動員,25,tōng-goân,tong7guan5,tong7goan5
tōng-uân,動員,25,tōng-oân,tong7uan5,tong7oan5
tāng-thóo,動土,25,tāng-thó͘,tang7thoo2,tang7thoo2
tāng-kang,動工,25,tāng-kang,tang7kang,tang7kang
tōng-thài,動態,25,tōng-thài,tong7thai3,tong7thai3
tāng-tshiú,動手,25,tāng-chhiú,tang7tshiu2,tang7chhiu2
tōng-iâu,動搖,25,tōng-iâu,tong7iau5,tong7iau5
tōng-ki,動機,25,tōng-ki,tong7ki,tong7ki
tōng-bu̍t,動物,25,tōng-bu̍t,tong7but8,tong7but8
tōng-sán,動產,25,tōng-sán,tong7san2,tong7san2
tōng-iōng,動用,25,tōng-iōng,tong7iong7,tong7iong7
tōng-uē,動畫,25,tōng-ōe,tong7ue7,tong7oe7
tāng-tī,動箸,25,tāng-tī,tang7ti7,tang7ti7
tāng-tū,動箸,25,tāng-tū,tang7tu7,tang7tu7
tōng-me̍h,動脈,25,tōng-me̍h,tong7meh8,tong7meh8
tōng-sû,動詞,25,tōng-sû,tong7su5,tong7su5
tōng-tshia,動車,25,tōng-chhia,tong7tshia,tong7chhia
tōng-tsīng,動靜,25,tōng-chēng,tong7tsing7,tong7cheng7
kham-giām,勘驗,25,kham-giām,khamgiam7,khamgiam7
bū-si̍t,務實,25,bū-si̍t,bu7sit8,bu7sit8
sìng-lī,勝利,25,sèng-lī,sing3li7,seng3li7
sìng-tuē,勝地,25,sèng-tōe,sing3tue7,seng3toe7
sìng-tē,勝地,25,sèng-tē,sing3te7,seng3te7
sìng-suàn,勝算,25,sèng-soàn,sing3suan3,seng3soan3
sìng-sòo,勝訴,25,sèng-sò͘,sing3soo3,seng3soo3
lô-pó,勞保,25,lô-pó,lo5po2,lo5po2
lóo-la̍t,勞力,25,ló͘-la̍t,loo2lat8,loo2lat8
lô-li̍k,勞力,25,lô-le̍k,lo5lik8,lo5lek8
lô-tōng,勞動,25,lô-tōng,lo5tong7,lo5tong7
lô-kang,勞工,25,lô-kang,lo5kang,lo5kang
lô-sim,勞心,25,lô-sim,lo5sim,lo5sim
lô-kái,勞改,25,lô-kái,lo5kai2,lo5kai2
